26;830;873;
25;830;876;
25;831;872;
28;830;872;
25;831;871;
26;830;870;
27;829;872;
26;831;874;
27;831;868;
27;831;872;
27;830;871;
27;831;872;
28;831;870;
29;830;871;
28;829;872;
28;831;874;
31;831;873;
29;830;872;
31;830;873;
29;831;872;
30;831;871;
31;831;871;
32;831;872;
32;831;873;
31;831;871;
32;831;872;
33;830;871;
32;831;873;
34;831;872;
35;830;870;
35;830;871;
36;829;872;
36;831;871;
37;831;874;
41;831;871;
38;830;873;
38;831;871;
41;829;871;
40;830;872;
43;827;871;
44;831;875;
42;831;871;
44;830;872;
44;829;872;
45;831;873;
46;831;872;
48;831;871;
46;830;872;
49;830;873;
49;831;877;
49;831;871;
52;831;871;
51;828;871;
53;831;871;
54;831;873;
54;831;871;
55;830;872;
55;831;871;
57;830;878;
57;831;871;
59;831;870;
60;831;870;
60;830;874;
61;831;876;
63;830;871;
63;830;871;
64;831;875;
65;830;872;
65;834;872;
67;832;871;
69;831;871;
69;830;871;
70;830;872;
71;832;871;
73;831;872;
74;831;872;
74;831;872;
76;832;869;
77;828;876;
78;831;873;
78;830;872;
80;831;867;
81;831;873;
84;830;873;
84;831;872;
84;835;871;
87;830;872;
88;831;873;
89;831;871;
89;831;871;
91;831;871;
92;831;873;
93;831;872;
95;830;871;
96;831;871;
97;831;872;
99;831;870;
100;831;872;
101;831;873;
102;829;873;
103;831;873;
104;831;871;
105;831;872;
107;829;871;
108;831;869;
110;831;868;
111;834;873;
112;831;870;
114;831;873;
115;830;873;
116;830;871;
118;830;873;
119;830;871;
120;829;872;
121;831;871;
123;831;873;
124;831;876;
126;831;871;
127;831;872;
128;832;872;
129;831;875;
130;831;871;
132;830;871;
133;830;868;
134;831;871;
136;831;871;
137;831;871;
139;831;873;
140;830;872;
141;830;873;
143;829;871;
144;831;871;
145;830;872;
146;830;872;
148;831;874;
149;831;872;
150;830;872;
152;831;871;
153;831;872;
154;831;871;
156;830;871;
156;831;872;
158;830;874;
159;831;871;
160;831;872;
161;830;872;
162;831;871;
164;831;867;
165;831;871;
166;832;871;
167;830;872;
169;831;873;
169;831;871;
170;831;871;
171;831;871;
174;831;871;
174;830;871;
175;831;872;
176;830;873;
178;831;873;
179;831;869;
181;834;872;
182;828;872;
183;830;871;
184;831;871;
185;831;871;
186;831;872;
187;831;871;
188;831;873;
190;831;873;
190;830;874;
192;831;868;
192;831;873;
193;830;873;
194;831;874;
195;830;875;
196;831;871;
198;831;871;
198;830;871;
199;831;871;
199;831;871;
201;831;870;
202;831;871;
203;830;873;
204;831;872;
203;831;875;
204;830;867;
206;831;873;
206;830;871;
207;830;872;
208;830;876;
209;831;871;
210;833;871;
211;831;871;
211;831;871;
211;831;876;
212;831;871;
213;830;872;
213;830;873;
215;831;875;
215;831;871;
216;828;872;
216;831;872;
217;831;876;
217;831;871;
219;830;871;
219;830;872;
220;831;880;
221;831;873;
221;833;871;
222;830;872;
223;831;872;
222;830;872;
223;830;872;
224;831;872;
223;830;871;
225;830;872;
225;831;872;
225;831;873;
225;831;868;
226;830;871;
226;831;871;
227;831;873;
227;831;873;
227;831;871;
227;831;872;
228;830;873;
228;831;872;
228;831;872;
228;831;871;
229;831;873;
229;830;871;
230;831;871;
229;831;867;
230;831;872;
230;831;871;
230;830;873;
230;831;873;
229;831;871;
230;831;871;
230;830;872;
229;831;874;
230;831;873;
230;831;871;
230;831;873;
230;829;872;
230;831;872;
230;829;872;
230;831;871;
230;831;871;
230;831;872;
229;831;876;
229;830;868;
229;830;872;
228;831;871;
228;831;871;
228;831;875;
227;830;870;
227;830;873;
227;829;871;
227;830;872;
227;831;873;
226;830;871;
226;830;873;
225;831;875;
225;831;871;
225;831;871;
225;831;871;
224;831;871;
224;829;870;
223;831;873;
223;831;871;
223;831;875;
221;831;872;
221;831;871;
220;831;876;
220;831;871;
220;831;873;
219;831;873;
217;830;871;
218;830;875;
217;831;870;
216;831;871;
216;831;874;
215;829;873;
214;830;872;
213;831;871;
212;831;871;
211;831;871;
211;831;871;
211;830;872;
210;830;871;
210;831;871;
208;831;870;
207;831;872;
206;827;871;
206;830;871;
206;831;872;
205;831;873;
204;831;871;
203;831;871;
202;831;871;
201;832;872;
200;831;872;
199;831;872;
198;831;871;
198;830;873;
196;831;873;
195;828;871;
195;831;873;
194;831;871;
192;831;872;
191;831;872;
190;831;872;
190;830;871;
188;830;873;
187;830;872;
185;831;870;
185;831;873;
184;831;873;
183;828;872;
181;830;872;
181;831;872;
179;831;867;
179;831;871;
177;830;871;
176;828;873;
174;830;873;
174;831;874;
172;830;871;
172;831;871;
171;830;875;
168;828;872;
168;831;871;
166;831;870;
165;831;871;
163;830;872;
163;830;872;
162;831;872;
159;830;871;
159;831;872;
158;831;871;
157;832;872;
156;830;870;
155;830;871;
153;831;873;
152;831;871;
151;831;871;
148;830;871;
148;831;871;
147;830;871;
145;831;871;
144;831;873;
143;830;872;
141;831;873;
140;829;872;
139;831;871;
137;830;871;
136;831;872;
135;830;873;
134;831;871;
132;830;871;
131;831;876;
129;831;871;
129;824;870;
127;830;872;
126;830;873;
125;831;871;
123;831;871;
121;831;871;
120;831;871;
119;830;871;
118;831;871;
116;831;871;
115;831;871;
114;829;866;
112;830;872;
111;831;871;
111;830;872;
110;831;875;
108;829;871;
107;831;872;
105;831;873;
103;831;871;
102;831;872;
100;831;872;
99;831;871;
99;831;871;
97;830;872;
96;831;871;
95;831;871;
94;830;871;
93;831;871;
91;829;871;
91;831;873;
88;832;871;
88;831;871;
86;829;872;
85;831;873;
84;831;871;
83;831;871;
81;831;873;
81;831;871;
79;831;872;
78;830;871;
77;830;872;
76;831;871;
74;834;871;
73;831;873;
72;831;872;
72;829;874;
70;830;872;
70;831;871;
68;830;871;
69;830;871;
66;831;871;
66;833;871;
64;830;872;
64;831;874;
63;831;872;
62;831;871;
61;831;871;
60;829;873;
59;831;871;
58;831;871;
56;831;871;
55;830;873;
56;829;873;
54;831;871;
53;829;871;
51;831;871;
51;831;870;
50;831;871;
50;831;872;
48;831;875;
48;831;871;
49;831;871;
46;830;872;
45;831;871;
44;830;871;
44;831;868;
44;831;873;
46;828;873;
41;831;871;
40;831;870;
41;831;873;
39;830;873;
39;831;873;
41;831;871;
38;831;871;
37;831;871;
41;831;873;
40;831;872;
37;831;870;
35;829;874;
35;830;871;
33;831;871;
35;832;872;
33;831;871;
35;830;874;
31;831;871;
31;831;871;
33;831;871;
30;823;872;
30;830;871;
31;831;871;
30;831;874;
28;828;871;
28;830;872;
28;831;871;
28;830;872;
33;830;871;
27;829;872;
27;831;871;
27;830;872;
26;831;872;
28;829;873;
26;830;872;
26;832;871;
27;831;871;
27;831;873;
25;830;871;
25;829;870;
25;831;872;
25;830;873;
25;831;872;
25;831;870;
25;830;872;
25;830;876;
25;829;876;
24;830;872;
25;831;871;
25;831;872;
25;831;871;
25;831;873;
26;830;870;
31;831;872;
26;831;875;
28;831;871;
26;834;871;
27;831;873;
27;830;875;
28;830;871;
33;831;871;
27;829;875;
27;831;873;
28;830;872;
28;832;871;
33;828;871;
28;830;875;
29;831;871;
31;831;870;
33;830;873;
30;831;872;
35;830;871;
31;831;872;
35;830;872;
31;828;873;
32;830;873;
34;831;878;
34;831;871;
34;831;876;
37;828;871;
35;830;871;
36;831;868;
36;830;873;
36;824;871;
38;830;871;
39;831;871;
39;831;873;
41;829;873;
40;830;873;
41;831;868;
41;831;873;
43;831;871;
44;831;871;
44;829;871;
44;830;873;
46;831;871;
48;831;871;
50;830;873;
48;829;873;
50;830;873;
49;831;872;
50;831;871;
51;831;871;
52;827;872;
53;831;871;
53;831;873;
55;831;871;
56;831;871;
56;831;871;
56;831;871;
59;830;872;
59;831;871;
61;831;871;
62;831;871;
63;830;871;
63;831;873;
63;831;871;
65;831;872;
66;830;871;
67;831;873;
68;831;871;
69;831;871;
71;830;873;
72;830;873;
71;831;871;
74;831;871;
75;831;871;
76;831;872;
78;829;871;
78;833;875;
79;831;870;
81;831;871;
82;831;871;
83;831;873;
84;831;871;
85;833;870;
87;831;875;
88;829;872;
89;831;871;
91;830;871;
92;831;871;
93;831;872;
94;831;873;
94;831;871;
96;830;871;
97;831;876;
99;829;873;
100;831;871;
102;831;871;
102;831;872;
103;831;871;
105;831;871;
107;831;870;
108;831;872;
108;829;875;
110;831;870;
111;831;871;
113;830;871;
114;831;871;
115;828;875;
116;831;872;
117;834;872;
120;834;871;
121;830;872;
121;831;871;
123;831;873;
124;831;871;
126;831;871;
127;831;871;
128;831;873;
129;831;871;
131;831;871;
132;831;871;
133;831;871;
135;831;871;
136;831;873;
137;831;874;
139;830;872;
140;825;871;
141;831;871;
142;830;876;
144;831;871;
145;831;873;
147;831;871;
147;831;869;
149;828;875;
151;831;872;
152;831;873;
153;829;870;
154;830;871;
155;830;872;
157;831;872;
158;830;871;
159;829;871;
160;830;873;
162;831;871;
163;830;872;
164;831;871;
165;831;872;
167;830;871;
167;827;873;
169;830;876;
170;830;871;
172;831;871;
173;831;871;
174;831;872;
175;830;873;
176;830;871;
177;831;874;
178;831;872;
179;830;871;
181;831;873;
182;831;871;
183;831;872;
184;831;870;
185;831;871;
186;831;872;
187;831;875;
188;833;871;
189;831;872;
190;831;871;
191;831;872;
192;830;872;
193;830;873;
194;831;872;
195;831;873;
196;831;871;
198;831;871;
198;834;872;
199;831;873;
200;831;870;
201;831;871;
201;830;870;
203;830;871;
204;830;871;
204;829;871;
206;831;871;
206;830;875;
207;830;871;
207;831;873;
208;831;872;
209;831;876;
210;830;870;
211;831;872;
211;830;872;
213;830;871;
213;831;875;
214;830;871;
214;830;872;
215;829;872;
216;831;872;
217;831;871;
217;831;871;
217;831;868;
219;831;872;
219;831;873;
220;831;871;
220;831;876;
220;831;871;
221;831;872;
222;831;871;
222;830;873;
222;831;871;
222;831;872;
223;831;871;
224;830;873;
224;831;871;
225;835;872;
225;831;872;
226;830;875;
226;831;868;
226;832;873;
226;830;873;
227;831;874;
227;830;871;
227;831;873;
228;834;871;
228;830;872;
228;829;872;
229;831;871;
229;831;877;
229;831;871;
230;831;871;
229;830;872;
229;830;872;
230;831;873;
230;831;871;
230;831;872;
230;831;871;
230;831;874;
230;830;871;
230;831;871;
230;831;872;
230;831;871;
229;830;872;
229;831;872;
229;828;872;
229;830;867;
229;830;872;
228;830;871;
229;829;870;
227;830;872;
228;831;872;
228;831;867;
228;831;871;
228;831;871;
228;831;872;
227;830;871;
227;830;870;
228;831;871;
225;830;871;
226;831;871;
226;831;872;
226;831;871;
225;831;871;
225;831;871;
225;831;871;
225;830;871;
223;831;868;
223;831;871;
223;831;872;
223;829;872;
223;831;872;
222;831;871;
221;831;872;
220;831;875;
220;830;871;
220;831;871;
219;832;871;
219;830;870;
217;829;872;
217;831;873;
217;831;871;
215;831;871;
216;831;873;
214;831;871;
213;831;871;
213;830;872;
213;831;871;
211;829;871;
210;830;871;
211;832;873;
210;831;874;
207;830;871;
208;831;874;
207;831;870;
206;831;871;
204;830;872;
204;829;872;
203;831;871;
203;831;871;
201;831;871;
201;831;870;
200;831;871;
199;831;871;
198;830;872;
197;831;871;
196;831;871;
195;834;871;
194;831;875;
193;831;871;
192;831;872;
192;831;871;
190;831;872;
189;830;871;
188;831;871;
187;830;872;
186;831;871;
185;831;871;
184;831;873;
183;830;870;
182;831;871;
181;828;871;
179;831;871;
178;831;871;
177;831;875;
176;831;871;
175;830;871;
174;831;871;
173;830;872;
172;831;875;
171;830;872;
169;830;872;
167;831;872;
167;831;871;
166;831;871;
164;830;875;
162;831;871;
161;831;868;
160;829;871;
159;831;871;
158;829;871;
157;830;873;
156;831;871;
155;830;873;
152;831;871;
152;831;871;
150;831;871;
148;830;871;
147;831;871;
147;831;876;
144;830;871;
143;830;871;
142;831;871;
141;831;870;
140;831;871;
139;831;869;
137;831;870;
136;831;870;
135;830;870;
134;830;871;
132;831;870;
131;831;871;
129;831;872;
128;831;872;
127;833;872;
126;829;871;
125;832;871;
123;831;871;
122;828;872;
121;830;873;
120;831;875;
118;831;871;
116;831;871;
115;831;872;
114;831;873;
113;831;873;
112;831;875;
110;828;872;
108;831;874;
108;830;870;
106;832;872;
105;831;870;
104;829;871;
103;831;873;
101;832;872;
100;831;872;
99;831;874;
98;831;871;
96;831;871;
95;829;871;
94;830;874;
93;827;871;
91;830;871;
90;830;870;
89;831;868;
88;831;872;
87;831;872;
84;831;873;
84;831;871;
83;831;871;
82;830;871;
80;834;873;
79;830;871;
78;831;871;
77;831;871;
75;831;872;
75;831;871;
75;830;871;
73;830;872;
72;829;873;
71;834;871;
69;831;868;
68;830;870;
68;828;871;
67;830;871;
65;830;868;
65;832;865;
63;830;872;
63;831;871;
61;830;872;
60;831;871;
60;829;873;
59;831;871;
57;828;871;
56;832;870;
56;828;872;
55;830;873;
53;831;874;
53;831;873;
54;831;873;
52;831;874;
52;831;871;
51;832;872;
51;830;873;
51;830;874;
46;830;874;
46;830;872;
48;831;871;
45;830;872;
44;830;871;
46;831;870;
42;831;871;
45;831;873;
45;831;871;
39;831;872;
39;831;873;
38;831;871;
38;831;870;
37;832;871;
39;830;872;
35;830;871;
38;830;870;
39;831;872;
36;830;873;
33;830;871;
33;831;871;
34;831;871;
32;829;873;
36;832;872;
31;831;870;
32;831;870;
30;829;873;
30;830;872;
31;830;868;
33;830;872;
34;828;871;
28;830;876;
28;830;871;
28;830;873;
28;830;871;
27;831;871;
28;831;868;
26;831;867;
27;831;875;
27;830;871;
27;831;871;
26;831;870;
26;830;872;
28;830;871;
31;833;871;
27;831;872;
25;831;867;
30;831;871;
26;829;872;
25;832;871;
25;831;871;
25;831;873;
25;831;871;
25;833;874;
26;832;871;
27;830;872;
27;828;876;
31;829;875;
25;831;871;
25;831;872;
26;829;871;
26;831;871;
26;831;872;
29;829;868;
26;830;870;
27;831;873;
28;831;871;
28;831;870;
28;831;871;
27;831;872;
28;830;872;
29;831;870;
33;831;871;
30;830;874;
29;831;871;
30;831;871;
34;830;871;
30;831;873;
31;830;873;
31;830;871;
32;830;871;
33;830;871;
31;830;874;
35;830;871;
33;830;869;
37;831;871;
35;830;875;
39;831;871;
38;830;873;
36;830;875;
38;831;874;
38;834;873;
38;831;870;
39;828;875;
39;831;874;
40;830;872;
41;831;871;
41;830;874;
45;828;872;
43;831;873;
46;831;871;
43;833;875;
46;828;872;
46;831;872;
46;831;871;
48;830;871;
51;830;872;
49;830;872;
51;831;870;
51;831;871;
53;831;872;
55;831;875;
53;831;873;
54;830;871;
56;830;872;
57;830;872;
57;831;873;
60;831;871;
60;832;869;
60;831;871;
62;830;873;
62;829;875;
63;833;871;
64;830;873;
65;831;871;
66;831;873;
67;834;875;
67;831;871;
70;831;871;
71;831;872;
72;831;872;
73;830;876;
74;831;871;
75;831;871;
75;830;872;
77;830;871;
78;831;871;
79;831;871;
80;829;872;
81;828;872;
83;830;872;
84;831;867;
86;831;872;
87;831;873;
88;831;873;
89;831;873;
90;831;874;
92;829;871;
92;831;875;
93;831;871;
95;831;871;
97;830;871;
97;831;875;
98;831;873;
100;831;867;
102;833;872;
103;830;871;
104;831;872;
104;830;872;
107;830;871;
108;831;873;
110;831;871;
111;831;872;
112;831;873;
113;831;873;
114;830;872;
116;831;871;
116;831;871;
118;831;872;
119;831;875;
121;831;872;
122;831;872;
123;829;872;
125;830;871;
126;830;871;
127;831;872;
128;829;873;
130;831;873;
130;830;872;
133;831;871;
133;831;871;
134;831;871;
