127;819;871;
125;819;873;
124;818;872;
123;819;871;
121;819;871;
120;819;871;
119;819;872;
118;819;872;
116;820;868;
115;819;870;
113;816;871;
112;816;871;
111;816;873;
110;818;871;
108;816;871;
107;815;871;
105;816;870;
104;817;868;
103;817;870;
102;816;871;
100;817;871;
100;817;872;
98;816;873;
98;815;872;
96;819;872;
95;815;871;
94;814;873;
92;815;871;
91;813;870;
90;816;872;
89;814;872;
87;814;873;
86;812;869;
85;815;869;
84;816;872;
83;815;872;
81;809;871;
80;816;871;
79;812;871;
78;812;871;
76;811;871;
75;814;871;
76;812;870;
73;807;871;
72;812;872;
71;813;873;
70;809;868;
70;812;871;
68;807;871;
67;807;871;
66;808;870;
65;812;867;
64;807;872;
63;807;871;
61;808;872;
60;808;871;
60;809;871;
60;807;871;
57;807;871;
58;811;871;
57;812;871;
57;808;872;
55;809;871;
53;807;871;
52;808;871;
53;803;871;
51;806;871;
49;807;871;
48;812;871;
48;807;871;
47;803;872;
46;809;871;
45;807;871;
46;807;871;
45;801;871;
43;807;873;
43;807;871;
43;804;872;
43;806;875;
41;803;871;
39;801;871;
39;800;870;
39;807;871;
38;803;871;
37;804;871;
39;802;871;
36;807;871;
35;804;871;
35;800;871;
33;804;871;
35;804;873;
35;799;873;
38;803;873;
32;802;871;
32;807;868;
31;803;868;
31;803;871;
30;800;870;
30;806;870;
30;803;873;
30;799;870;
28;799;871;
28;799;871;
33;804;869;
28;799;870;
28;806;870;
28;791;872;
28;799;875;
28;799;871;
30;804;870;
27;803;873;
27;803;874;
30;803;872;
26;803;870;
27;799;871;
25;799;871;
25;803;872;
26;806;871;
26;807;872;
26;799;868;
26;799;873;
31;803;871;
25;799;869;
29;803;872;
30;801;872;
25;801;871;
25;803;871;
25;799;871;
26;801;872;
25;803;872;
26;803;870;
26;801;871;
28;796;872;
30;802;871;
28;801;870;
28;800;871;
30;799;874;
26;801;872;
28;801;871;
27;803;868;
27;799;872;
28;799;872;
31;804;871;
34;803;871;
29;799;871;
29;803;871;
29;803;871;
30;806;871;
33;799;873;
30;799;871;
30;799;871;
31;804;871;
34;799;872;
32;801;872;
33;799;870;
39;807;872;
38;805;872;
35;803;871;
35;800;870;
35;803;871;
36;805;871;
36;803;873;
40;806;873;
43;806;870;
39;807;871;
39;801;873;
40;803;871;
41;803;871;
42;806;872;
43;807;872;
44;804;871;
44;807;869;
46;806;871;
46;806;872;
48;807;871;
47;806;871;
50;809;870;
49;806;874;
49;807;872;
51;806;873;
51;803;871;
52;807;872;
51;807;871;
53;809;871;
54;807;871;
57;807;871;
56;805;872;
57;807;872;
58;807;868;
59;806;872;
61;806;872;
60;807;872;
62;808;872;
63;812;871;
65;807;874;
65;807;871;
65;807;871;
68;806;872;
68;809;872;
69;813;871;
70;812;872;
71;812;873;
72;812;871;
73;812;868;
75;812;869;
76;814;872;
76;814;875;
78;814;870;
80;810;872;
81;817;871;
81;814;871;
83;814;871;
85;816;870;
85;814;871;
87;812;875;
87;817;872;
89;814;871;
91;815;872;
92;814;872;
92;815;873;
92;816;871;
95;815;871;
96;815;871;
97;815;871;
99;817;872;
99;817;868;
101;816;871;
103;817;872;
103;815;871;
105;816;871;
106;818;871;
107;816;873;
109;816;870;
110;818;872;
111;819;871;
112;816;870;
114;819;869;
115;819;870;
117;820;871;
118;820;872;
119;817;871;
120;821;871;
122;819;872;
123;819;872;
124;819;873;
125;820;876;
127;819;871;
128;819;869;
130;821;868;
131;823;872;
132;820;873;
132;820;873;
135;819;871;
136;820;871;
137;823;872;
138;824;871;
139;823;871;
141;822;871;
143;824;868;
143;822;871;
145;823;873;
147;823;871;
147;824;872;
148;821;872;
151;822;871;
151;824;871;
152;824;871;
153;824;868;
156;825;873;
157;825;871;
158;824;872;
159;827;870;
161;824;871;
162;825;872;
163;824;871;
165;827;871;
165;824;871;
166;825;871;
168;825;871;
169;825;872;
170;828;871;
171;826;871;
172;825;870;
173;825;871;
175;827;871;
176;824;870;
176;828;871;
177;828;867;
179;831;872;
180;827;870;
182;827;872;
182;829;871;
184;828;872;
184;825;871;
186;826;872;
187;828;871;
188;828;872;
189;828;871;
190;828;873;
191;828;870;
192;830;873;
193;829;872;
194;828;870;
195;830;873;
195;830;871;
196;830;869;
197;829;871;
198;829;871;
200;833;871;
201;828;873;
201;830;872;
202;828;870;
203;831;872;
204;828;873;
204;830;873;
206;830;871;
206;830;871;
207;830;869;
208;831;871;
209;831;871;
209;829;872;
210;828;871;
211;831;871;
211;830;871;
213;831;871;
214;831;871;
214;831;868;
214;831;871;
215;831;872;
216;831;871;
217;830;873;
217;831;871;
217;831;872;
219;831;871;
219;831;871;
219;831;873;
220;831;870;
221;831;871;
221;831;871;
222;831;871;
223;831;873;
223;831;871;
224;832;872;
224;832;871;
224;831;871;
225;832;875;
225;832;869;
226;832;871;
226;831;872;
226;831;871;
225;831;873;
225;831;871;
226;833;871;
227;831;872;
227;831;871;
228;836;873;
227;832;871;
229;833;871;
228;833;872;
228;831;871;
228;831;871;
229;833;871;
228;831;871;
228;831;871;
229;832;871;
230;831;871;
229;831;871;
229;831;874;
228;831;871;
230;833;868;
228;831;873;
229;833;875;
229;831;870;
230;834;873;
229;832;870;
229;831;871;
229;831;871;
230;831;872;
228;834;871;
228;831;876;
228;831;870;
228;832;871;
227;831;871;
227;832;871;
227;831;869;
228;833;871;
227;835;871;
227;831;871;
227;834;871;
227;831;871;
226;835;873;
225;827;872;
225;831;875;
225;832;871;
225;833;871;
224;832;871;
223;831;871;
224;832;873;
222;831;870;
222;831;871;
221;832;871;
221;831;874;
220;830;869;
220;831;867;
219;831;871;
220;833;871;
218;831;872;
217;832;872;
218;831;874;
216;831;872;
216;831;871;
215;831;873;
214;830;871;
213;831;873;
212;828;871;
212;831;870;
211;830;873;
211;831;872;
210;828;870;
209;831;871;
209;830;870;
208;831;873;
206;830;871;
207;831;871;
206;830;870;
204;830;870;
204;831;871;
203;829;871;
202;830;872;
201;830;873;
200;827;866;
199;829;871;
199;831;873;
198;831;872;
197;828;871;
196;830;873;
195;830;871;
194;827;870;
193;829;874;
192;828;871;
191;830;871;
190;827;871;
188;828;871;
187;828;871;
186;827;871;
185;825;871;
184;826;870;
183;827;872;
182;828;871;
181;828;871;
179;828;875;
179;828;871;
177;827;871;
176;828;871;
176;824;870;
174;825;871;
174;827;871;
172;827;871;
171;824;871;
169;828;872;
168;824;871;
167;824;871;
166;824;871;
165;823;871;
163;824;872;
163;824;872;
161;827;871;
159;824;871;
158;825;871;
157;825;871;
156;825;870;
154;824;871;
153;824;871;
152;824;872;
151;824;871;
150;824;870;
148;821;871;
147;822;871;
145;822;870;
145;823;871;
143;824;872;
142;819;871;
142;823;875;
140;821;871;
138;824;874;
137;820;872;
136;823;872;
135;820;872;
133;821;870;
132;820;870;
130;824;876;
128;822;871;
127;819;871;
126;822;871;
125;820;871;
124;819;868;
123;819;871;
121;819;871;
121;821;871;
119;819;872;
117;816;871;
116;818;870;
114;819;871;
113;819;870;
112;817;872;
111;820;871;
110;819;871;
108;817;871;
107;816;872;
106;818;873;
105;816;871;
103;816;872;
102;818;871;
101;816;872;
99;815;872;
98;814;871;
97;816;874;
96;815;869;
95;819;871;
93;816;871;
92;814;872;
91;816;871;
90;812;871;
88;815;871;
87;816;872;
86;815;872;
85;816;871;
84;812;871;
82;814;872;
81;815;871;
80;813;873;
79;813;870;
78;809;871;
77;811;872;
76;810;872;
74;814;871;
73;812;871;
73;811;872;
71;809;871;
71;812;873;
69;811;873;
68;807;872;
67;807;875;
66;811;873;
65;803;868;
63;807;871;
62;812;875;
61;811;871;
60;809;871;
60;807;872;
59;809;873;
57;807;871;
56;810;871;
56;809;872;
55;807;871;
55;804;871;
54;807;870;
54;804;871;
52;807;873;
50;806;871;
49;806;871;
51;807;871;
48;803;872;
47;806;872;
47;804;870;
46;806;870;
46;803;873;
47;805;872;
44;806;874;
43;810;871;
41;803;872;
41;806;872;
40;804;873;
41;805;871;
43;807;873;
38;807;872;
38;804;870;
37;805;871;
38;804;871;
36;803;872;
35;801;871;
35;806;871;
35;805;872;
37;803;872;
35;801;871;
32;806;871;
33;805;871;
32;805;871;
36;804;872;
31;805;871;
31;800;871;
31;799;871;
30;803;871;
29;803;868;
31;799;867;
29;804;871;
28;799;871;
28;803;871;
27;802;871;
31;805;872;
27;802;872;
26;804;871;
26;799;870;
27;803;871;
25;802;872;
25;799;871;
26;802;871;
31;803;871;
25;799;872;
25;799;872;
25;799;869;
25;799;871;
25;800;871;
25;799;873;
25;804;869;
25;804;872;
25;799;872;
25;803;873;
24;801;872;
27;801;872;
