x-axis,1,2
second,Volt,Volt
-282.8000E-03,+3.0000000E+00,+3.2010050E+00
-282.5500E-03,+2.9899497E+00,+3.2412060E+00
-282.3000E-03,+2.9597990E+00,+3.2412060E+00
-282.0500E-03,+2.9597990E+00,+3.1080402E+00
-281.8000E-03,+2.9597990E+00,+3.1608040E+00
-281.5500E-03,+2.9597990E+00,+3.2412060E+00
-281.3000E-03,+2.9497487E+00,+3.2412060E+00
-281.0500E-03,+2.9497487E+00,+3.1206030E+00
-280.8000E-03,+2.9321608E+00,+3.1608040E+00
-280.5500E-03,+2.9195980E+00,+3.2412060E+00
-280.3000E-03,+2.8919598E+00,+3.2412060E+00
-280.0500E-03,+2.9195980E+00,+3.1206030E+00
-279.8000E-03,+2.9195980E+00,+3.1206030E+00
-279.5500E-03,+2.8919598E+00,+3.2110553E+00
-279.3000E-03,+2.8919598E+00,+3.2688442E+00
-279.0500E-03,+2.8793970E+00,+3.1206030E+00
-278.8000E-03,+2.8517588E+00,+3.1206030E+00
-278.5500E-03,+2.8793970E+00,+3.2010050E+00
-278.3000E-03,+2.8517588E+00,+3.2688442E+00
-278.0500E-03,+2.8517588E+00,+3.1080402E+00
-277.8000E-03,+2.8391960E+00,+3.1206030E+00
-277.5500E-03,+2.8391960E+00,+3.1708543E+00
-277.3000E-03,+2.8391960E+00,+3.2814070E+00
-277.0500E-03,+2.8391960E+00,+3.1206030E+00
-276.8000E-03,+2.8115578E+00,+3.0904523E+00
-276.5500E-03,+2.8291457E+00,+3.1608040E+00
-276.3000E-03,+2.7989950E+00,+3.2412060E+00
-276.0500E-03,+2.7989950E+00,+3.1206030E+00
-275.8000E-03,+2.7989950E+00,+3.0804020E+00
-275.5500E-03,+2.7989950E+00,+3.1608040E+00
-275.3000E-03,+2.7713568E+00,+3.2286432E+00
-275.0500E-03,+2.7713568E+00,+3.1206030E+00
-274.8000E-03,+2.7713568E+00,+3.0402010E+00
-274.5500E-03,+2.7587940E+00,+3.1206030E+00
-274.3000E-03,+2.7587940E+00,+3.1708543E+00
-274.0500E-03,+2.7487437E+00,+3.0804020E+00
-273.8000E-03,+2.7185930E+00,+2.9723618E+00
-273.5500E-03,+2.7185930E+00,+3.0678392E+00
-273.3000E-03,+2.7185930E+00,+3.1482412E+00
-273.0500E-03,+2.6783920E+00,+3.0402010E+00
-272.8000E-03,+2.7185930E+00,+2.9497487E+00
-272.5500E-03,+2.7185930E+00,+3.0100503E+00
-272.3000E-03,+2.6909548E+00,+3.0804020E+00
-272.0500E-03,+2.6783920E+00,+3.0276382E+00
