801;742;788;64516;
836;740;787;64;
871;740;790;1140;
914;742;791;2220;
956;742;791;3292;
990;740;791;4368;
1005;740;792;5444;
998;739;792;6520;
976;743;791;7596;
928;742;791;8672;
900;742;791;9744;
850;740;792;10812;
815;740;792;11888;
794;739;791;12964;
794;740;792;14040;
808;743;790;15116;
843;739;792;16188;
885;740;792;17268;
928;742;792;18344;
970;742;792;19420;
998;743;792;20504;
1005;743;795;21588;
998;743;792;22664;
970;740;792;23740;
928;740;792;24816;
885;743;792;25892;
843;742;789;26968;
808;739;792;28044;
787;741;792;29124;
787;741;792;30192;
822;741;787;31268;
857;739;792;32340;
900;743;792;33416;
948;742;791;34488;
984;742;792;35560;
1005;742;792;36632;
1005;743;792;37708;
998;740;792;38788;
962;742;790;39864;
920;742;791;40944;
871;742;791;42024;
836;744;792;43100;
808;739;790;44180;
787;740;792;45260;
801;739;792;46340;
829;740;793;47416;
864;740;791;48496;
906;743;789;49564;
956;742;792;50640;
990;739;794;51716;
1005;739;794;52792;
1005;743;791;53868;
984;743;789;54940;
948;739;791;56020;
906;739;792;57100;
864;742;790;58176;
822;742;790;59252;
794;740;791;60320;
787;741;791;61396;
808;742;792;62484;
836;743;787;63568;
878;743;791;64644;
920;741;792;184;
962;739;789;1260;
998;740;792;2344;
1005;742;792;3412;
998;740;792;4488;
976;742;792;5564;
942;739;791;6640;
892;741;792;7716;
843;742;789;8792;
815;740;791;9872;
794;739;792;10948;
794;743;791;12028;
808;742;792;13108;
843;739;793;14184;
885;742;789;15252;
934;740;792;16328;
976;743;790;17400;
998;740;792;18484;
1005;740;792;19560;
990;741;790;20636;
962;742;790;21712;
928;742;792;22788;
885;740;792;23864;
836;741;790;24940;
801;743;789;26020;
787;739;792;27100;
794;740;790;28172;
815;740;792;29248;
850;742;788;30316;
892;739;791;31392;
942;740;790;32468;
976;739;792;33544;
998;739;791;34620;
1005;740;791;35696;
990;739;790;36772;
956;742;792;37852;
914;740;793;38940;
864;743;792;40020;
822;739;790;41096;
794;742;790;42176;
787;740;791;43256;
794;738;791;44332;
822;739;792;45404;
864;743;792;46476;
906;739;791;47552;
956;740;792;48628;
984;740;792;49700;
998;742;791;50772;
998;743;790;51848;
976;741;792;52924;
942;741;790;54000;
900;743;792;55072;
850;740;792;56148;
815;742;791;57228;
794;742;792;58304;
787;743;790;59380;
801;740;791;60468;
836;739;791;61544;
871;743;791;62620;
920;742;790;63696;
962;743;787;64776;
990;741;790;320;
1005;740;792;1396;
998;741;792;2476;
976;739;792;3556;
934;742;792;4632;
892;743;788;5708;
850;743;792;6776;
808;741;790;7852;
794;743;791;8928;
794;741;792;9996;
808;740;789;11072;
843;741;790;12148;
885;741;790;13228;
934;739;792;14304;
970;743;791;15388;
998;739;792;16468;
1005;743;792;17544;
990;742;792;18620;
956;742;791;19696;
920;738;792;20764;
871;742;790;21840;
836;742;790;22920;
808;743;791;24004;
787;743;789;25072;
794;741;792;26148;
815;741;792;27228;
850;739;792;28304;
900;740;790;29380;
942;742;792;30460;
984;743;795;31536;
1005;742;790;32612;
1005;742;791;33692;
990;740;792;34772;
948;740;790;35852;
906;739;792;36936;
864;741;791;38012;
822;742;790;39088;
794;742;791;40168;
787;740;791;41244;
801;739;791;42320;
822;741;789;43396;
864;742;792;44476;
914;742;787;45544;
956;739;792;46620;
984;743;792;47688;
1005;742;790;48760;
998;741;791;49836;
984;742;791;50912;
948;742;792;51992;
900;740;792;53068;
864;742;792;54144;
815;742;790;55216;
794;739;788;56300;
787;741;789;57384;
801;739;792;58464;
836;737;790;59540;
871;739;792;60620;
920;737;791;61696;
962;739;793;62772;
998;743;792;63848;
1012;743;792;64924;
1005;742;792;464;
962;743;791;1544;
928;743;791;2620;
885;742;788;3696;
843;742;792;4768;
808;742;791;5836;
787;742;791;6912;
787;742;788;7988;
801;742;792;9056;
843;742;790;10132;
892;742;790;11208;
928;740;792;12296;
976;740;792;13380;
998;742;793;14456;
1005;741;792;15536;
990;743;791;16612;
962;742;792;17688;
920;739;791;18764;
878;742;792;19848;
836;739;791;20928;
801;742;791;21996;
787;740;790;23076;
794;740;790;24152;
815;739;788;25240;
850;739;791;26312;
900;741;791;27392;
942;739;790;28468;
976;743;792;29544;
1005;739;792;30620;
1005;743;792;31696;
984;740;790;32780;
956;742;792;33864;
906;743;791;34940;
871;741;791;36012;
829;741;792;37088;
801;742;791;38156;
787;740;789;39236;
801;740;792;40312;
829;739;789;41388;
864;743;790;42468;
906;742;792;43552;
956;742;790;44624;
990;743;790;45704;
1005;740;792;46784;
998;743;791;47864;
976;743;792;48940;
942;742;792;50016;
892;739;790;51096;
843;740;791;52176;
815;739;792;53260;
787;740;791;54340;
787;739;792;55420;
794;742;790;56496;
