903;715;763;5108;
903;715;764;6128;
903;714;761;7148;
903;714;763;8168;
910;715;763;9184;
910;713;761;10204;
910;713;763;11224;
924;714;763;12240;
910;711;762;13260;
910;714;764;14284;
924;714;761;15304;
910;715;761;16324;
924;716;763;17344;
924;715;761;18356;
910;715;763;19368;
924;713;764;20388;
938;711;764;21408;
924;713;764;22432;
938;711;764;23452;
938;713;764;24472;
938;712;764;25492;
938;713;763;26512;
938;713;764;27532;
938;713;763;28552;
938;713;764;29572;
945;712;764;30592;
938;714;761;31604;
945;713;761;32624;
945;714;763;33644;
959;713;763;34664;
959;715;762;35684;
959;714;760;36704;
959;715;763;37724;
959;716;761;38744;
973;715;765;39764;
959;714;764;40776;
973;712;764;41788;
973;712;764;42800;
980;713;763;43820;
973;713;761;44832;
980;713;763;45844;
973;716;761;46864;
980;712;765;47876;
994;712;762;48888;
994;715;763;49900;
980;715;763;50912;
994;715;763;51924;
1008;711;764;52936;
1008;715;761;53948;
994;715;764;54968;
1008;715;761;55980;
1008;713;763;56992;
1015;712;761;58012;
1015;713;764;59024;
1015;713;764;60044;
1015;712;763;61056;
1015;713;761;62068;
1029;711;764;63080;
1029;713;764;64092;
1029;711;764;65112;
1043;713;762;596;
1029;715;763;1608;
1043;713;761;2624;
1050;714;763;3636;
1050;711;763;4648;
1050;713;764;5668;
1064;713;763;6688;
1050;711;764;7708;
1064;711;763;8728;
1064;711;763;9752;
1064;712;762;10772;
1078;711;764;11792;
1078;712;764;12812;
1085;713;763;13832;
1085;713;762;14852;
1085;713;764;15872;
1085;715;760;16892;
1099;711;764;17912;
1099;715;764;18932;
1099;713;762;19952;
1099;716;764;20972;
1113;713;764;21996;
1113;715;763;23016;
1113;714;761;24036;
1120;715;761;25056;
1113;713;763;26076;
1120;713;764;27096;
1120;714;764;28116;
1134;713;763;29136;
1134;715;763;30156;
1134;713;764;31176;
1148;713;763;32196;
1148;713;763;33216;
1155;713;761;34236;
1148;715;761;35260;
1155;713;761;36280;
1169;713;762;37300;
1155;714;763;38320;
1169;713;761;39340;
1183;714;763;40364;
1183;713;763;41384;
1169;714;764;42404;
1183;713;763;43424;
1183;714;761;44444;
1190;715;760;45464;
1190;715;760;46484;
1190;715;763;47504;
1190;715;763;48524;
1190;713;762;49544;
1204;713;761;50564;
1218;715;763;51584;
1204;715;761;52604;
1218;713;760;53624;
1218;713;761;54644;
1218;713;760;55664;
1225;713;764;56684;
1239;715;763;57704;
1225;713;761;58724;
1239;714;760;59744;
1253;713;762;60764;
1253;715;764;61784;
1253;714;764;62804;
1260;713;761;63824;
1260;714;760;64844;
1274;713;761;328;
1288;713;763;1344;
1295;716;764;2360;
1288;711;764;3372;
1295;713;764;4384;
1295;715;764;5404;
1295;713;764;6424;
1309;710;763;7444;
1309;713;764;8464;
1309;714;762;9488;
1309;713;765;10508;
1323;711;764;11532;
1330;711;764;12552;
1330;711;764;13572;
1330;713;763;14592;
1344;713;763;15612;
1344;711;764;16632;
1358;709;762;17652;
1358;711;764;18672;
1358;713;764;19696;
1365;713;763;20716;
1365;712;764;21736;
1379;713;763;22756;
1379;713;763;23776;
1393;712;764;24796;
1393;712;764;25816;
1393;712;763;26836;
1393;713;763;27856;
1400;711;763;28876;
1400;710;763;29896;
1400;710;764;30916;
1400;711;764;31932;
1414;708;763;32952;
1428;709;764;33972;
1428;706;764;34992;
1435;710;764;36012;
1435;707;764;37032;
1435;709;763;38056;
1449;707;763;39076;
1449;707;764;40096;
1463;708;764;41116;
1463;704;763;42136;
1463;705;764;43156;
1470;706;764;44176;
1470;705;764;45196;
1470;704;763;46216;
1484;705;764;47236;
1484;704;763;48256;
1484;703;762;49276;
1498;704;763;50296;
1498;702;763;51316;
1505;704;764;52336;
1519;700;764;53356;
1519;702;763;54376;
1519;702;764;55396;
1519;702;764;56416;
1519;700;763;57436;
1533;697;763;58456;
1540;696;763;59476;
1540;699;763;60496;
1554;700;764;61516;
1554;699;764;62536;
1554;696;761;63556;
1568;696;764;64576;
1568;696;762;60;
1568;696;764;1072;
1575;696;764;2084;
1575;696;760;3100;
1575;694;764;4112;
1589;694;761;5136;
1589;694;763;6164;
1589;692;764;7192;
1603;691;763;8216;
1610;693;763;9244;
1610;691;763;10264;
1610;690;764;11292;
1610;690;764;12316;
1624;691;764;13336;
1624;686;763;14360;
1638;688;764;15388;
1638;689;763;16412;
1638;688;760;17436;
1645;688;763;18456;
1638;688;761;19484;
1659;688;763;20508;
1659;688;764;21532;
1659;687;763;22556;
1673;684;763;23576;
1673;686;764;24604;
1680;685;764;25624;
1680;686;763;26648;
1673;684;764;27676;
1680;684;763;28700;
1694;680;763;29724;
1694;684;763;30748;
1701;682;764;31772;
1701;679;764;32792;
1701;681;764;33820;
1701;681;760;34844;
1715;680;761;35868;
1715;679;763;36888;
1715;679;764;37912;
1736;679;764;38936;
1736;679;764;39964;
1736;678;764;40988;
1736;679;764;42012;
1750;678;763;43036;
1750;678;762;44056;
1750;678;763;45080;
1750;676;763;46104;
1764;675;763;47128;
1764;675;763;48152;
1764;671;762;49176;
1771;675;763;50200;
1771;675;764;51228;
1771;674;761;52252;
1799;673;763;53276;
1799;673;762;54296;
1799;672;764;55320;
1806;673;763;56344;
1806;670;764;57368;
1806;671;763;58392;
1806;671;760;59416;
1799;671;762;60444;
1799;669;763;61464;
1834;670;763;62492;
1834;667;764;63516;
1834;668;763;64536;
1834;669;763;28;
1841;668;763;1040;
1841;668;763;2060;
1841;668;764;3076;
1834;667;760;4088;
1855;668;760;5100;
1841;666;762;6120;
1855;665;761;7140;
1855;664;760;8160;
1869;665;760;9180;
1869;665;764;10200;
1855;664;762;11220;
1869;664;764;12232;
1876;662;764;13252;
1890;662;763;14272;
1890;662;763;15284;
1890;664;762;16296;
1890;664;763;17320;
1890;663;764;18340;
1904;663;764;19360;
1904;663;764;20380;
1904;662;763;21400;
1904;663;764;22424;
1911;662;764;23444;
1925;660;763;24464;
1925;660;764;25484;
1925;660;763;26508;
1925;657;762;27528;
1939;657;764;28548;
1939;658;763;29568;
1939;658;764;30588;
1939;658;764;31608;
1939;657;763;32628;
1939;655;764;33648;
1946;655;763;34668;
1946;654;764;35688;
1960;657;763;36708;
1960;657;763;37728;
1946;655;763;38748;
1946;655;762;39768;
1960;655;763;40788;
1960;653;762;41808;
1960;655;763;42828;
1960;654;763;43848;
1974;654;762;44868;
1974;654;764;45888;
1981;655;763;46908;
1981;651;763;47928;
1981;652;763;48948;
1995;652;763;49968;
1995;652;762;50988;
1995;652;764;52008;
1995;651;764;53028;
1995;652;763;54048;
1995;650;762;55068;
1995;649;763;56088;
1995;650;763;57108;
2009;651;763;58128;
2009;651;762;59140;
2016;650;763;60160;
2009;650;763;61184;
2016;649;764;62204;
2016;649;764;63224;
2016;649;763;64244;
2030;648;763;65264;
2030;647;763;748;
2030;647;764;1772;
2030;647;763;2784;
2030;645;760;3800;
2044;647;763;4812;
2044;646;764;5832;
2030;646;764;6856;
2030;646;764;7876;
2044;646;764;8896;
2044;644;763;9916;
2044;643;763;10936;
2044;643;761;11960;
2044;643;761;12980;
2044;643;761;14000;
2044;643;763;15020;
2044;642;760;16040;
2044;643;760;17060;
2044;642;760;18080;
2044;641;761;19100;
2044;641;761;20120;
2044;639;762;21140;
2051;639;761;22160;
2051;639;764;23180;
2044;639;761;24200;
2051;639;764;25220;
2051;639;762;26232;
2065;637;763;27244;
2065;636;763;28264;
2065;636;763;29284;
2065;638;764;30304;
2065;635;764;31324;
2051;635;762;32344;
2065;637;764;33364;
2072;634;763;34384;
2065;635;763;35404;
2072;634;764;36424;
2072;636;763;37444;
2065;632;761;38464;
2065;632;763;39484;
2072;635;763;40504;
2065;632;764;41524;
2065;632;761;42544;
2072;633;763;43564;
2072;632;762;44584;
2072;632;763;45604;
2065;632;762;46624;
2072;632;764;47644;
2072;631;763;48664;
2072;632;763;49684;
2072;630;763;50708;
2072;632;764;51728;
2072;631;763;52748;
2072;632;763;53768;
2072;632;763;54788;
2072;632;762;55808;
2072;631;762;56828;
2072;632;764;57848;
2072;632;763;58868;
2072;632;763;59888;
2086;630;763;60908;
2072;631;763;61928;
2072;632;762;62948;
2072;632;763;63968;
2072;632;763;64988;
2065;631;763;472;
2072;630;764;1488;
2072;630;763;2500;
2065;632;761;3512;
2072;632;764;4524;
2072;632;763;5544;
2072;630;762;6564;
2072;632;764;7584;
2072;630;760;8604;
2065;630;762;9624;
2065;630;763;10644;
2065;630;760;11664;
2072;632;764;12684;
2072;630;760;13704;
2072;632;762;14724;
2065;630;761;15744;
2065;631;761;16764;
2065;630;760;17784;
2072;632;763;18804;
2072;630;761;19824;
2065;631;764;20844;
2065;632;763;21864;
2065;632;762;22880;
2065;632;763;23900;
2065;630;763;24920;
2065;630;763;25940;
2051;630;761;26960;
2051;632;763;27980;
2065;630;764;29000;
2051;632;763;30020;
2051;630;762;31040;
2044;632;763;32060;
2044;631;762;33080;
2044;630;762;34100;
2044;630;763;35124;
2044;632;763;36144;
2051;631;761;37164;
2044;632;762;38184;
2044;631;764;39204;
2044;630;760;40224;
2044;630;763;41248;
2044;632;761;42268;
2044;632;763;43288;
2044;632;763;44308;
2044;632;764;45328;
2030;632;763;46348;
2030;632;761;47368;
2030;631;764;48388;
2016;631;761;49408;
2030;632;763;50428;
2016;632;763;51448;
2030;632;763;52468;
2016;632;764;53488;
2016;632;763;54508;
2016;632;762;55528;
2016;631;763;56548;
2016;630;761;57568;
2016;631;763;58588;
2009;632;764;59608;
2009;630;761;60628;
1995;632;763;61648;
1995;632;763;62668;
1995;630;761;63688;
1995;632;762;64708;
1981;630;760;192;
1995;631;764;1204;
1981;630;763;2216;
1981;630;761;3228;
1974;631;761;4244;
1974;632;763;5264;
1974;631;761;6284;
1960;632;761;7304;
1960;632;761;8324;
1960;631;764;9344;
1960;631;762;10364;
1946;631;760;11384;
1939;630;759;12404;
1946;632;761;13424;
1939;630;760;14444;
1939;630;760;15464;
1939;631;762;16484;
1939;631;763;17504;
1939;629;761;18524;
1939;632;763;19544;
1925;632;764;20564;
1925;631;763;21584;
1925;632;761;22604;
1925;632;763;23624;
1925;632;762;24644;
1911;632;760;25664;
1911;631;760;26684;
1904;632;764;27704;
1904;632;764;28724;
1904;632;761;29744;
1911;632;763;30764;
1904;631;763;31788;
1890;632;764;32808;
1904;631;763;33828;
1890;630;762;34852;
1890;628;763;35872;
1890;631;764;36896;
1890;630;764;37916;
1876;628;763;38940;
1876;631;760;39964;
1869;632;764;40988;
1869;631;761;42012;
1855;632;763;43036;
1841;631;763;44060;
1855;630;762;45084;
1855;630;764;46108;
1855;630;764;47128;
1841;631;763;48156;
1841;632;763;49180;
1834;632;760;50204;
1834;630;760;51228;
1834;631;763;52252;
1834;630;764;53276;
1834;630;763;54300;
1820;628;764;55320;
1820;632;762;56348;
1820;631;764;57372;
1820;632;760;58392;
1806;632;760;59420;
1806;630;763;60444;
1799;630;763;61468;
1799;632;764;62488;
1799;631;764;63516;
1785;627;763;64540;
1785;631;763;28;
