x-axis,1,2
second,Volt,Volt
-2.936000E+00,+2.919598E+00,+2.761307E+00
-2.933500E+00,+2.881910E+00,+2.839196E+00
-2.931000E+00,+2.881910E+00,+2.721106E+00
-2.928500E+00,+2.919598E+00,+2.879397E+00
-2.926000E+00,+2.881910E+00,+2.718593E+00
-2.923500E+00,+2.919598E+00,+2.841709E+00
-2.921000E+00,+2.919598E+00,+2.758794E+00
-2.918500E+00,+2.919598E+00,+2.801508E+00
-2.916000E+00,+2.919598E+00,+2.798995E+00
-2.913500E+00,+2.881910E+00,+2.721106E+00
-2.911000E+00,+2.879397E+00,+2.879397E+00
-2.908500E+00,+2.919598E+00,+2.721106E+00
-2.906000E+00,+2.919598E+00,+2.919598E+00
-2.903500E+00,+2.919598E+00,+2.680905E+00
-2.901000E+00,+2.919598E+00,+2.841709E+00
-2.898500E+00,+2.919598E+00,+2.718593E+00
-2.896000E+00,+2.919598E+00,+2.801508E+00
-2.893500E+00,+2.879397E+00,+2.839196E+00
-2.891000E+00,+2.919598E+00,+2.761307E+00
-2.888500E+00,+2.879397E+00,+2.879397E+00
-2.886000E+00,+2.919598E+00,+2.721106E+00
-2.883500E+00,+2.919598E+00,+2.879397E+00
-2.881000E+00,+2.919598E+00,+2.718593E+00
-2.878500E+00,+2.919598E+00,+2.841709E+00
-2.876000E+00,+2.919598E+00,+2.798995E+00
-2.873500E+00,+2.919598E+00,+2.801508E+00
-2.871000E+00,+2.919598E+00,+2.839196E+00
-2.868500E+00,+2.879397E+00,+2.721106E+00
-2.866000E+00,+2.881910E+00,+2.879397E+00
-2.863500E+00,+2.879397E+00,+2.718593E+00
-2.861000E+00,+2.919598E+00,+2.841709E+00
-2.858500E+00,+2.879397E+00,+2.718593E+00
-2.856000E+00,+2.919598E+00,+2.839196E+00
-2.853500E+00,+2.881910E+00,+2.798995E+00
-2.851000E+00,+2.919598E+00,+2.721106E+00
-2.848500E+00,+2.919598E+00,+2.839196E+00
-2.846000E+00,+2.919598E+00,+2.721106E+00
-2.843500E+00,+2.919598E+00,+2.879397E+00
-2.841000E+00,+2.919598E+00,+2.721106E+00
-2.838500E+00,+2.919598E+00,+2.839196E+00
-2.836000E+00,+2.881910E+00,+2.758794E+00
-2.833500E+00,+2.919598E+00,+2.801508E+00
-2.831000E+00,+2.881910E+00,+2.839196E+00
-2.828500E+00,+2.919598E+00,+2.761307E+00
-2.826000E+00,+2.919598E+00,+2.919598E+00
-2.823500E+00,+2.919598E+00,+2.721106E+00
-2.821000E+00,+2.919598E+00,+2.879397E+00
