398;2e4;318;5768;
3c2;2e3;315;5b9c;
3de;2e6;318;5fd0;
3ed;2e7;318;640c;
3e6;2e4;317;6844;
3ca;2e4;316;6c78;
3a0;2e6;317;70b0;
375;2e5;318;74e8;
34b;2e4;317;791c;
328;2e6;318;7d50;
31a;2e6;317;8188;
31a;2e5;318;85c0;
32f;2e3;317;89f8;
352;2e3;314;8e2c;
37c;2e5;318;925c;
3ae;2e6;316;9690;
3ca;2e6;317;9ac4;
3e6;2e4;317;9ef8;
3ed;2e6;317;a324;
3de;2e4;316;a758;
3c2;2e5;314;ab8c;
398;2e6;313;afc0;
367;2e6;313;b3f0;
33d;2e6;317;b830;
321;2e3;316;bc64;
313;2e2;318;c09c;
31a;2e4;314;c4d0;
32f;2e6;317;c904;
359;2e6;317;cd38;
38a;2e6;316;d170;
3b4;2e4;318;d5a4;
3d8;2e6;318;d9d8;
3ed;2e7;317;de0c;
3ed;2e6;314;e240;
3d8;2e7;318;e674;
3b4;2e5;319;eaa8;
384;2e3;316;eee0;
359;2e4;317;f318;
336;2e4;316;f744;
31a;2e1;316;fb80;
313;2e3;318;ffb0;
31a;2e7;316;3e8;
33d;2e5;319;824;
367;2e4;317;c58;
398;2e4;318;108c;
3bc;2e4;317;14c0;
3d8;2e4;317;18f8;
3ed;2e7;318;1d2c;
3e6;2e4;317;2164;
3d0;2e6;316;2598;
3ae;2e7;318;29cc;
37c;2e7;316;2e00;
352;2e7;316;3234;
32f;2e3;315;366c;
31a;2e6;318;3a9c;
313;2e3;317;3ed0;
328;2e4;316;42fc;
34b;2e3;318;4730;
375;2e6;317;4b64;
3a0;2e6;318;4f98;
3ca;2e1;318;53cc;
3e6;2e6;318;5804;
3ed;2e4;318;5c40;
3e6;2e3;318;6074;
3c2;2e6;315;64a8;
3a0;2e7;318;68e0;
375;2e4;316;6d14;
34b;2e6;315;714c;
328;2e3;316;7580;
313;2e3;314;79b4;
31a;2e4;318;7de8;
32f;2e4;318;8220;
352;2e5;318;8658;
37c;2e3;317;8a90;
3a6;2e6;318;8ebc;
3d0;2e3;318;92f4;
3e6;2e7;317;9728;
3ed;2e5;317;9b58;
3de;2e6;318;9f90;
3bc;2e6;316;a3c4;
392;2e9;316;a7f8;
367;2e6;318;ac34;
33d;2e6;317;b068;
31a;2e3;316;b49c;
313;2e5;314;b8d4;
31a;2e4;316;bd08;
336;2e3;318;c140;
360;2e5;316;c574;
384;2e5;318;c9a0;
3b4;2e6;317;cdd4;
3d8;2e3;318;d208;
3ed;2e6;318;d63c;
3e6;2e5;318;da70;
3d8;2e7;314;dea4;
3b4;2e5;318;e2d0;
384;2e5;318;e704;
359;2e6;313;eb30;
336;2e9;319;ef64;
31a;2e4;316;f394;
31a;2e3;317;f7cc;
321;2e6;314;fc04;
344;2e4;313;40;
367;2e4;316;474;
392;2e6;317;8ac;
3bc;2e6;317;cdc;
3de;2e4;317;1110;
3ed;2e4;318;1544;
3e6;2e3;318;1978;
3d0;2e7;317;1dac;
