328;2e4;318;7228;
313;2e3;317;7658;
32f;2e3;317;7a90;
375;2e4;313;7ec4;
3b4;2e4;316;82fc;
3ed;2e3;318;8728;
3ed;2e7;318;8b54;
3bc;2e6;317;8f88;
37c;2e7;318;93bc;
336;2e5;316;97ec;
31a;2e3;316;9c30;
328;2e3;316;a064;
360;2e5;317;a49c;
3ae;2e6;318;a8d0;
3de;2e3;315;ad04;
3ed;2e6;317;b138;
3ca;2e7;317;b56c;
38a;2e6;318;b9a0;
344;2e3;318;bdd8;
31a;2e3;315;c20c;
31a;2e4;317;c640;
34b;2e3;316;ca74;
392;2e6;318;cea8;
3d0;2e5;318;d2d4;
3ed;2e6;317;d704;
3de;2e5;318;db3c;
3a0;2e4;318;df74;
352;2e6;318;e3a0;
328;2e7;318;e7d4;
313;2e3;317;ec18;
33d;2e3;317;f054;
37c;2e3;317;f488;
3c2;2e6;318;f8c0;
3ed;2e4;317;fcf4;
3de;2e4;318;128;
3b4;2e6;314;55c;
367;2e4;316;998;
32f;2e7;318;dd8;
313;2e6;316;1204;
32f;2e3;317;1638;
36e;2e6;317;1a6c;
3b4;2e2;313;1e9c;
3e6;2e5;313;22d0;
3ed;2e6;318;2708;
3c2;2e6;317;2b40;
37c;2e5;314;2f74;
33d;2e6;318;33a8;
31a;2e4;316;37dc;
328;2e7;318;3c18;
360;2e4;318;4054;
3a0;2e5;316;4488;
3d8;2e1;318;48c0;
3e6;2e6;316;4cf4;
3d8;2e5;317;512c;
392;2e4;318;5560;
34b;2e4;318;5998;
31a;2e7;316;5dcc;
313;2e4;317;6204;
34b;2e6;315;6638;
38a;2e5;314;6a70;
3d0;2e4;318;6e9c;
3ed;2e3;317;72cc;
3de;2e5;316;76fc;
3ae;2e4;314;7b30;
360;2e5;316;7f60;
328;2e3;316;83a0;
31a;2e6;317;87d4;
33d;2e6;317;8c10;
37c;2e6;318;904c;
3c2;2e6;317;9484;
3ed;2e4;318;98bc;
3ed;2e5;318;9cf4;
3bc;2e7;316;a128;
36e;2e6;316;a560;
32f;2e5;318;a998;
31a;2e6;317;add0;
32f;2e5;316;b1fc;
360;2e3;317;b634;
3ae;2e7;318;ba6c;
3e6;2e6;316;bea0;
3ed;2e4;318;c2d8;
3d0;2e3;318;c70c;
38a;2e7;317;cb40;
33d;2e4;316;cf74;
31a;2e3;316;d3a0;
321;2e3;318;d7d8;
352;2e4;318;dc10;
398;2e3;317;e04c;
3d0;2e4;316;e480;
3f4;2e5;317;e8b4;
3de;2e6;318;ece8;
398;2e4;317;f11c;
352;2e5;317;f548;
328;2e6;316;f978;
31a;2e3;314;fdac;
33d;2e4;318;1e4;
384;2e6;317;618;
3bc;2e4;319;a50;
3e6;2e3;317;e84;
3e6;2e6;315;12b4;
3b4;2e6;318;16e8;
36e;2e6;318;1b14;
328;2e4;317;1f48;
313;2e6;318;2378;
32f;2e3;316;27ac;
36e;2e4;314;2bd8;
3b4;2e6;314;301c;
3e6;2e3;318;3458;
3ed;2e5;315;3890;
3c2;2e6;316;3cc8;
37c;2e5;316;40fc;
336;2e3;314;452c;
31a;2e3;317;4964;
328;2e3;318;4d9c;
359;2e4;318;51d4;
3a0;2e7;317;5600;
3de;2e5;315;5a30;
3ed;2e6;31b;5e60;
3d0;2e7;316;6294;
398;2e3;313;66cc;
34b;2e5;318;6afc;
31a;2e7;319;6f30;
31a;2e3;314;7364;
344;2e3;313;7798;
38a;2e0;319;7bd0;
3d0;2e3;316;800c;
3f4;2e6;319;8448;
3e6;2e7;317;887c;
3a0;2e3;316;8cb0;
360;2e3;315;90e4;
328;2e4;318;951c;
31a;2e2;317;9954;
32f;2e4;317;9d88;
375;2e6;316;a1bc;
3c2;2e3;316;a5f4;
3e6;2e3;318;aa28;
3ed;2e6;314;ae60;
3b4;2e3;318;b298;
375;2e3;317;b6c4;
32f;2e7;316;bafc;
313;2e3;318;bf38;
328;2e3;317;c364;
367;2e7;317;c79c;
3ae;2e6;31b;cbc8;
3e6;2e7;318;d000;
3ed;2e3;314;d43c;
3d0;2e7;317;d870;
384;2e4;316;dca4;
33d;2e7;316;e0d8;
31a;2e3;318;e50c;
321;2e3;313;e940;
34b;2e4;318;ed74;
398;2e6;317;f1ac;
3d8;2e4;317;f5e0;
3ed;2e4;318;fa14;
3d8;2e6;317;fe48;
3a0;2e7;317;27c;
359;2e4;316;6b4;
328;2e3;318;ae8;
31a;2e3;315;f1c;
344;2e7;314;1350;
37c;2e5;319;1784;
3ca;2e6;319;1bb8;
3ed;2e5;318;1fe8;
3e6;2e3;315;2424;
3ae;2e8;317;2858;
367;2e7;314;2c8c;
32f;2e3;316;30c4;
31a;2e3;317;34f8;
32f;2e5;317;392c;
367;2e3;318;3d64;
3b4;2e7;316;419c;
3e6;2e5;316;45d0;
3ed;2e5;318;4a08;
3c2;2e6;317;4e3c;
37c;2e6;316;5274;
33d;2e6;318;56ac;
31a;2e6;313;5ae0;
328;2e6;318;5f14;
359;2e3;317;6340;
3a6;2e7;318;6774;
3e6;2e5;31a;6bac;
3f4;2e4;318;6fe0;
3d8;2e3;318;741c;
392;2e6;317;7854;
34b;2e6;316;7c88;
31a;2e5;313;80bc;
31a;2e7;314;84f0;
34b;2e3;319;8928;
392;2e0;319;8d60;
3d0;2e4;318;9194;
3ed;2e6;317;95c8;
3de;2e7;315;99fc;
3a6;2e4;315;9e30;
360;2e7;318;a268;
321;2e5;314;a69c;
313;2e4;313;aad0;
33d;2e3;318;af08;
37c;2e3;318;b340;
3c2;2e5;316;b770;
3ed;2e4;318;bba4;
3ed;2e5;318;bfd8;
3b4;2e6;317;c414;
375;2e4;316;c850;
32f;2e6;315;cc84;
313;2e4;31b;d0b8;
328;2e3;314;d4f0;
367;2e6;317;d924;
3b4;2e5;315;dd58;
3e6;2e5;318;e18c;
3ed;2e4;317;e5c0;
3c2;2e7;318;e9f4;
384;2e7;317;ee28;
344;2e0;319;f25c;
31a;2e7;316;f690;
321;2e4;314;fac8;
352;2e3;315;fefc;
3a0;2e4;318;328;
3d8;2e8;316;760;
3ed;2e6;319;b90;
3d8;2e6;318;fc4;
3a0;2e4;317;13f8;
352;2e4;316;1834;
321;2e7;318;1c6c;
313;2e3;314;20a0;
33d;2e2;315;24d8;
38a;2e2;317;290c;
3ca;2e6;319;2d44;
3ed;2e3;318;3178;
3de;2e3;313;35ac;
3ae;2e6;316;39e4;
367;2e7;317;3e1c;
328;2e5;318;4250;
31a;2e4;317;4684;
32f;2e4;314;4ab8;
375;2e7;316;4ee4;
3bc;2e3;315;5314;
3ed;2e7;318;5744;
3ed;2e7;316;5b78;
3bc;2e7;319;5fb0;
37c;2e4;316;63e4;
33d;2e6;317;6824;
313;2e1;319;6c58;
328;2e7;317;708c;
360;2e3;316;74c0;
3a6;2e3;31a;78f4;
3de;2e7;319;7d28;
3ed;2e6;317;815c;
3d0;2e3;319;8590;
38a;2e5;318;89c4;
34b;2e5;318;8df8;
31a;2e6;318;922c;
31a;2e6;318;9664;
34b;2e3;315;9a9c;
392;2e3;317;9ed4;
3d8;2e5;318;a304;
3ed;2e6;317;a734;
3de;2e6;316;ab64;
3a6;2e2;319;af94;
352;2e7;318;b3cc;
328;2e7;318;b808;
313;2e4;317;bc44;
33d;2e3;318;c078;
375;2e6;317;c4b0;
3c2;2e6;319;c8e4;
3e6;2e3;316;cd18;
3e6;2e3;316;d14c;
3b4;2e6;314;d580;
36e;2e3;316;d9b8;
32f;2e4;318;ddf0;
313;2e6;317;e21c;
328;2e3;318;e650;
367;2e6;317;ea80;
3ae;2e6;319;eeb4;
3de;2e5;316;f2ec;
3ed;2e6;317;f720;
3ca;2e3;318;fb54;
37c;2e6;317;ff88;
33d;2e7;317;3b8;
31a;2e6;315;7ec;
31a;2e5;316;c30;
352;2e3;313;1068;
3a0;2e4;318;149c;
3d8;2e6;316;18d0;
3ed;2e3;318;1d04;
3d8;2e3;314;2138;
398;2e3;31c;2570;
352;2e4;314;29a4;
31a;2e4;316;2dd8;
31a;2e3;318;3210;
344;2e7;317;3648;
38a;2e5;317;3a7c;
3ca;2e3;318;3eb0;
3ed;2e4;314;42e0;
3de;2e7;319;4710;
3ae;2e3;315;4b48;
367;2e4;319;4f80;
328;2e6;318;53ac;
31a;2e5;315;57e0;
336;2e3;314;5c1c;
36e;2e6;317;6054;
3bc;2e3;319;6488;
3e6;2e4;313;68bc;
3de;2e7;316;6cf0;
3c2;2e4;318;7124;
37c;2e2;317;755c;
336;2e6;317;7990;
313;2e7;319;7dc4;
328;2e7;317;81f4;
360;2e4;318;8628;
3a0;2e3;319;8a54;
3d8;2e6;316;8e8c;
3ed;2e6;314;92bc;
3d0;2e3;315;96ec;
38a;2e3;316;9b28;
344;2e6;314;9f58;
31a;2e4;318;a390;
31a;2e1;318;a7c0;
344;2e4;316;abec;
392;2e7;317;b030;
3d8;2e4;315;b464;
