x-axis,1,2
second,Volt,Volt
-1.43600E+00,+2.09548E+00,+2.09548E+00
-1.43500E+00,+2.07538E+00,+2.07538E+00
-1.43400E+00,+2.05779E+00,+2.09548E+00
-1.43300E+00,+2.05779E+00,+2.07538E+00
-1.43200E+00,+2.05779E+00,+2.07538E+00
-1.43100E+00,+2.03518E+00,+2.09548E+00
-1.43000E+00,+2.03518E+00,+2.07538E+00
-1.42900E+00,+2.01508E+00,+2.09548E+00
-1.42800E+00,+2.01759E+00,+2.09548E+00
-1.42700E+00,+1.99497E+00,+2.09548E+00
-1.42600E+00,+1.97487E+00,+2.09799E+00
-1.42500E+00,+1.99497E+00,+2.07538E+00
-1.42400E+00,+1.97739E+00,+2.07538E+00
-1.42300E+00,+1.95477E+00,+2.05528E+00
-1.42200E+00,+1.95477E+00,+2.03518E+00
-1.42100E+00,+1.97739E+00,+2.03518E+00
-1.42000E+00,+1.95477E+00,+1.99749E+00
-1.41900E+00,+1.93719E+00,+1.99497E+00
-1.41800E+00,+1.91457E+00,+1.97739E+00
-1.41700E+00,+1.93719E+00,+1.93719E+00
-1.41600E+00,+1.91457E+00,+1.91457E+00
-1.41500E+00,+1.95477E+00,+1.87437E+00
-1.41400E+00,+1.91457E+00,+1.87437E+00
-1.41300E+00,+1.89698E+00,+1.87437E+00
-1.41200E+00,+1.91457E+00,+1.85678E+00
-1.41100E+00,+1.91457E+00,+1.83417E+00
-1.41000E+00,+1.91457E+00,+1.83668E+00
-1.40900E+00,+1.91457E+00,+1.83417E+00
-1.40800E+00,+1.91457E+00,+1.81658E+00
-1.40700E+00,+1.91457E+00,+1.81658E+00
-1.40600E+00,+1.91457E+00,+1.81658E+00
-1.40500E+00,+1.91457E+00,+1.79397E+00
-1.40400E+00,+1.91457E+00,+1.81407E+00
-1.40300E+00,+1.91457E+00,+1.83417E+00
-1.40200E+00,+1.91457E+00,+1.85678E+00
-1.40100E+00,+1.91457E+00,+1.85427E+00
-1.40000E+00,+1.93467E+00,+1.87437E+00
-1.39900E+00,+1.93467E+00,+1.87437E+00
-1.39800E+00,+1.93467E+00,+1.87437E+00
-1.39700E+00,+1.93467E+00,+1.89447E+00
-1.39600E+00,+1.95477E+00,+1.89447E+00
-1.39500E+00,+1.95477E+00,+1.91457E+00
-1.39400E+00,+1.93467E+00,+1.93467E+00
-1.39300E+00,+1.97739E+00,+1.91457E+00
-1.39200E+00,+1.97739E+00,+1.95477E+00
-1.39100E+00,+1.95477E+00,+1.95477E+00
-1.39000E+00,+1.99497E+00,+1.93467E+00
