x-axis,1,2,3
-2.182500E+00,+2.919598E+00,+2.776382E+00,+7.613065E+00
-2.180000E+00,+2.904523E+00,+2.663317E+00,+7.085427E+00
-2.177500E+00,+2.896985E+00,+2.736181E+00,+7.412060E+00
-2.175000E+00,+2.919598E+00,+2.753769E+00,+7.613065E+00
-2.172500E+00,+2.919598E+00,+2.711055E+00,+6.884422E+00
-2.170000E+00,+2.919598E+00,+2.783920E+00,+7.286432E+00
-2.167500E+00,+2.919598E+00,+2.695980E+00,+8.015075E+00
-2.165000E+00,+2.896985E+00,+2.839196E+00,+8.216080E+00
-2.162500E+00,+2.904523E+00,+2.663317E+00,+8.015075E+00
-2.160000E+00,+2.919598E+00,+2.776382E+00,+8.052764E+00
-2.157500E+00,+2.896985E+00,+2.663317E+00,+8.454774E+00
-2.155000E+00,+2.896985E+00,+2.711055E+00,+8.291457E+00
-2.152500E+00,+2.904523E+00,+2.743719E+00,+8.291457E+00
-2.150000E+00,+2.896985E+00,+2.655779E+00,+7.211055E+00
-2.147500E+00,+2.879397E+00,+2.809045E+00,+7.211055E+00
-2.145000E+00,+2.919598E+00,+2.655779E+00,+7.010050E+00
-2.142500E+00,+2.919598E+00,+2.791457E+00,+8.530151E+00
-2.140000E+00,+2.904523E+00,+2.638191E+00,+7.927136E+00
-2.137500E+00,+2.904523E+00,+2.751256E+00,+7.688442E+00
-2.135000E+00,+2.919598E+00,+2.728643E+00,+7.211055E+00
-2.132500E+00,+2.896985E+00,+2.711055E+00,+7.927136E+00
-2.130000E+00,+2.879397E+00,+2.798995E+00,+7.927136E+00
-2.127500E+00,+2.919598E+00,+2.695980E+00,+8.015075E+00
-2.125000E+00,+2.896985E+00,+2.839196E+00,+7.525126E+00
-2.122500E+00,+2.919598E+00,+2.638191E+00,+7.525126E+00
-2.120000E+00,+2.919598E+00,+2.816583E+00,+7.977387E+00
-2.117500E+00,+2.904523E+00,+2.688442E+00,+7.726131E+00
-2.115000E+00,+2.919598E+00,+2.776382E+00,+8.015075E+00
-2.112500E+00,+2.896985E+00,+2.728643E+00,+7.977387E+00
-2.110000E+00,+2.879397E+00,+2.736181E+00,+6.884422E+00
-2.107500E+00,+2.904523E+00,+2.809045E+00,+8.015075E+00
-2.105000E+00,+2.904523E+00,+2.670854E+00,+8.894472E+00
-2.102500E+00,+2.879397E+00,+2.816583E+00,+8.015075E+00
-2.100000E+00,+2.904523E+00,+2.663317E+00,+7.977387E+00
-2.097500E+00,+2.896985E+00,+2.776382E+00,+7.613065E+00
-2.095000E+00,+2.919598E+00,+2.703518E+00,+8.969849E+00
-2.092500E+00,+2.896985E+00,+2.718593E+00,+8.492462E+00
-2.090000E+00,+2.896985E+00,+2.703518E+00,+7.851759E+00
-2.087500E+00,+2.896985E+00,+2.670854E+00,+7.160804E+00
-2.085000E+00,+2.896985E+00,+2.783920E+00,+8.128141E+00
-2.082500E+00,+2.896985E+00,+2.655779E+00,+8.819096E+00
-2.080000E+00,+2.896985E+00,+2.839196E+00,+8.618090E+00
-2.077500E+00,+2.879397E+00,+2.648241E+00,+8.530151E+00
-2.075000E+00,+2.919598E+00,+2.751256E+00,+8.530151E+00
-2.072500E+00,+2.919598E+00,+2.663317E+00,+7.211055E+00
-2.070000E+00,+2.919598E+00,+2.695980E+00,+7.726131E+00
-2.067500E+00,+2.919598E+00,+2.743719E+00,+7.726131E+00
-2.065000E+00,+2.879397E+00,+2.655779E+00,+7.412060E+00
-2.062500E+00,+2.896985E+00,+2.809045E+00,+7.160804E+00
-2.060000E+00,+2.896985E+00,+2.655779E+00,+7.010050E+00
-2.057500E+00,+2.919598E+00,+2.816583E+00,+8.530151E+00
-2.055000E+00,+2.896985E+00,+2.663317E+00,+7.927136E+00
-2.052500E+00,+2.896985E+00,+2.736181E+00,+7.814070E+00
-2.050000E+00,+2.896985E+00,+2.703518E+00,+7.010050E+00
-2.047500E+00,+1.874372E+00,+2.736181E+00,-4.798995E+00
-2.045000E+00,+1.914573E+00,+2.798995E+00,-8.103015E+00
-2.042500E+00,+1.891960E+00,+2.678392E+00,-9.547739E+00
-2.040000E+00,+1.914573E+00,+2.824121E+00,-8.103015E+00
-2.037500E+00,+1.914573E+00,+2.678392E+00,-6.658292E+00
-2.035000E+00,+1.914573E+00,+2.816583E+00,-2.876884E+00
-2.032500E+00,+1.914573E+00,+2.623116E+00,-1.595477E+00
-2.030000E+00,+1.914573E+00,+2.615578E+00,+1.469849E+00
-2.027500E+00,+1.891960E+00,+2.422111E+00,+4.283920E+00
-2.025000E+00,+1.914573E+00,+2.374372E+00,+4.635678E+00
-2.022500E+00,+1.891960E+00,+2.246231E+00,+7.412060E+00
-2.020000E+00,+1.914573E+00,+2.067839E+00,+8.819096E+00
-2.017500E+00,+1.914573E+00,+2.060302E+00,+9.095477E+00
-2.015000E+00,+1.914573E+00,+1.851759E+00,+10.301508E+00
-2.012500E+00,+1.914573E+00,+1.924623E+00,+9.497487E+00
-2.010000E+00,+1.914573E+00,+1.738693E+00,+9.258794E+00
-2.007500E+00,+1.914573E+00,+1.811558E+00,+8.819096E+00
-2.005000E+00,+1.914573E+00,+1.698492E+00,+7.286432E+00
-2.002500E+00,+1.914573E+00,+1.746231E+00,+6.608040E+00
-2.000000E+00,+1.914573E+00,+1.771357E+00,+5.954774E+00
-1.997500E+00,+1.914573E+00,+1.731156E+00,+3.793970E+00
-1.995000E+00,+1.914573E+00,+1.874372E+00,+3.793970E+00
-1.992500E+00,+1.914573E+00,+1.778894E+00,+4.522613E+00
-1.990000E+00,+1.914573E+00,+1.972362E+00,+3.680905E+00
-1.987500E+00,+1.914573E+00,+1.874372E+00,+3.680905E+00
-1.985000E+00,+1.914573E+00,+1.972362E+00,+4.195980E+00
-1.982500E+00,+1.914573E+00,+1.979900E+00,+3.881910E+00
-1.980000E+00,+1.914573E+00,+1.947236E+00,+3.793970E+00
-1.977500E+00,+1.914573E+00,+1.994975E+00,+4.447236E+00
-1.975000E+00,+1.914573E+00,+1.891960E+00,+4.798995E+00
-1.972500E+00,+1.914573E+00,+2.045226E+00,+5.201005E+00
-1.970000E+00,+1.914573E+00,+1.874372E+00,+5.201005E+00
-1.967500E+00,+1.914573E+00,+2.035176E+00,+3.517588E+00
-1.965000E+00,+1.914573E+00,+1.899497E+00,+2.964824E+00
-1.962500E+00,+1.914573E+00,+1.972362E+00,+4.246231E+00
-1.960000E+00,+1.914573E+00,+1.979900E+00,+4.321608E+00
-1.957500E+00,+1.914573E+00,+1.932161E+00,+4.359296E+00
-1.955000E+00,+1.914573E+00,+1.979900E+00,+4.798995E+00
-1.952500E+00,+1.914573E+00,+1.874372E+00,+4.195980E+00
-1.950000E+00,+1.914573E+00,+2.020101E+00,+3.643216E+00
-1.947500E+00,+1.914573E+00,+1.899497E+00,+5.201005E+00
-1.945000E+00,+1.914573E+00,+2.027638E+00,+5.201005E+00
-1.942500E+00,+1.914573E+00,+1.939699E+00,+5.314070E+00
-1.940000E+00,+1.899497E+00,+1.947236E+00,+3.793970E+00
-1.937500E+00,+1.899497E+00,+1.979900E+00,+4.082915E+00
-1.935000E+00,+1.914573E+00,+1.907035E+00,+4.283920E+00
-1.932500E+00,+1.932161E+00,+2.020101E+00,+4.195980E+00
-1.930000E+00,+1.914573E+00,+1.899497E+00,+4.321608E+00
-1.927500E+00,+1.914573E+00,+2.075377E+00,+3.718593E+00
-1.925000E+00,+1.914573E+00,+1.914573E+00,+4.924623E+00
-1.922500E+00,+1.899497E+00,+2.052764E+00,+5.075377E+00
-1.920000E+00,+1.914573E+00,+1.914573E+00,+4.484925E+00
-1.917500E+00,+1.914573E+00,+1.947236E+00,+4.886935E+00
-1.915000E+00,+1.914573E+00,+1.979900E+00,+5.113065E+00
-1.912500E+00,+1.914573E+00,+1.866834E+00,+4.522613E+00
-1.910000E+00,+1.914573E+00,+1.979900E+00,+4.082915E+00
-1.907500E+00,+1.899497E+00,+1.874372E+00,+4.195980E+00
-1.905000E+00,+1.914573E+00,+2.035176E+00,+4.233668E+00
-1.902500E+00,+1.891960E+00,+1.899497E+00,+4.447236E+00
-1.900000E+00,+1.914573E+00,+1.994975E+00,+4.283920E+00
-1.897500E+00,+1.914573E+00,+1.939699E+00,+4.522613E+00
-1.895000E+00,+1.914573E+00,+1.907035E+00,+3.718593E+00
-1.892500E+00,+1.914573E+00,+1.979900E+00,+3.391960E+00
-1.890000E+00,+1.914573E+00,+1.891960E+00,+4.597990E+00
-1.887500E+00,+1.914573E+00,+2.035176E+00,+4.396985E+00
-1.885000E+00,+1.899497E+00,+1.899497E+00,+4.195980E+00
-1.882500E+00,+1.899497E+00,+2.012563E+00,+5.201005E+00
-1.880000E+00,+1.914573E+00,+1.899497E+00,+4.597990E+00
-1.877500E+00,+1.914573E+00,+1.932161E+00,+4.484925E+00
-1.875000E+00,+1.914573E+00,+1.939699E+00,+5.238693E+00
-1.872500E+00,+1.899497E+00,+1.866834E+00,+3.592965E+00
-1.870000E+00,+1.914573E+00,+2.005025E+00,+2.788945E+00
-1.867500E+00,+1.914573E+00,+1.874372E+00,+5.276382E+00
-1.865000E+00,+1.914573E+00,+2.020101E+00,+4.120603E+00
-1.862500E+00,+1.891960E+00,+1.859296E+00,+3.077889E+00
-1.860000E+00,+1.914573E+00,+2.012563E+00,+4.447236E+00
-1.857500E+00,+1.914573E+00,+1.972362E+00,+3.919598E+00
-1.855000E+00,+1.914573E+00,+1.994975E+00,+2.788945E+00
-1.852500E+00,+1.914573E+00,+2.005025E+00,+4.447236E+00
-1.850000E+00,+1.914573E+00,+1.907035E+00,+4.522613E+00
-1.847500E+00,+1.914573E+00,+2.060302E+00,+5.402010E+00
-1.845000E+00,+1.914573E+00,+1.874372E+00,+4.321608E+00
-1.842500E+00,+1.914573E+00,+2.012563E+00,+4.082915E+00
-1.840000E+00,+1.914573E+00,+1.899497E+00,+4.396985E+00
-1.837500E+00,+1.914573E+00,+1.987437E+00,+4.321608E+00
-1.835000E+00,+1.899497E+00,+1.954774E+00,+4.396985E+00
-1.832500E+00,+1.914573E+00,+1.907035E+00,+3.793970E+00
-1.830000E+00,+1.914573E+00,+1.979900E+00,+3.994975E+00
-1.827500E+00,+1.914573E+00,+1.891960E+00,+4.321608E+00
-1.825000E+00,+1.899497E+00,+2.035176E+00,+4.158291E+00
-1.822500E+00,+1.914573E+00,+1.874372E+00,+4.158291E+00
-1.820000E+00,+1.914573E+00,+2.012563E+00,+4.158291E+00
-1.817500E+00,+1.932161E+00,+1.899497E+00,+5.402010E+00
-1.815000E+00,+1.914573E+00,+1.987437E+00,+5.201005E+00
-1.812500E+00,+1.914573E+00,+1.914573E+00,+5.314070E+00
-1.810000E+00,+1.914573E+00,+1.914573E+00,+4.396985E+00
-1.807500E+00,+1.914573E+00,+1.979900E+00,+4.685930E+00
-1.805000E+00,+1.914573E+00,+1.851759E+00,+5.075377E+00
-1.802500E+00,+1.914573E+00,+2.020101E+00,+4.321608E+00
-1.800000E+00,+1.914573E+00,+1.859296E+00,+4.321608E+00
-1.797500E+00,+1.914573E+00,+2.012563E+00,+4.685930E+00
-1.795000E+00,+1.914573E+00,+1.899497E+00,+2.914573E+00
-1.792500E+00,+1.914573E+00,+1.972362E+00,+3.718593E+00
-1.790000E+00,+1.914573E+00,+1.979900E+00,+4.246231E+00
-1.787500E+00,+1.914573E+00,+1.907035E+00,+4.195980E+00
-1.785000E+00,+1.914573E+00,+2.020101E+00,+4.484925E+00
-1.782500E+00,+1.914573E+00,+1.851759E+00,+4.522613E+00
-1.780000E+00,+1.914573E+00,+2.035176E+00,+3.994975E+00
-1.777500E+00,+1.899497E+00,+1.874372E+00,+4.359296E+00
-1.775000E+00,+1.914573E+00,+2.012563E+00,+4.396985E+00
-1.772500E+00,+1.914573E+00,+1.939699E+00,+3.994975E+00
-1.770000E+00,+1.914573E+00,+1.972362E+00,+4.396985E+00
-1.767500E+00,+1.914573E+00,+1.979900E+00,+5.000000E+00
-1.765000E+00,+1.914573E+00,+1.866834E+00,+3.077889E+00
-1.762500E+00,+1.914573E+00,+2.060302E+00,+3.077889E+00
-1.760000E+00,+1.914573E+00,+1.899497E+00,+4.246231E+00
-1.757500E+00,+1.914573E+00,+2.052764E+00,+3.278894E+00
-1.755000E+00,+1.914573E+00,+1.939699E+00,+3.278894E+00
-1.752500E+00,+1.914573E+00,+2.012563E+00,+3.278894E+00
-1.750000E+00,+1.914573E+00,+1.994975E+00,+4.283920E+00
-1.747500E+00,+1.914573E+00,+2.012563E+00,+4.723618E+00
-1.745000E+00,+1.914573E+00,+2.035176E+00,+2.675879E+00
-1.742500E+00,+1.914573E+00,+1.914573E+00,+3.919598E+00
-1.740000E+00,+1.914573E+00,+2.115578E+00,+4.158291E+00
-1.737500E+00,+1.914573E+00,+1.914573E+00,+4.396985E+00
-1.735000E+00,+1.914573E+00,+2.012563E+00,+4.359296E+00
-1.732500E+00,+1.914573E+00,+1.914573E+00,+4.522613E+00
-1.730000E+00,+1.914573E+00,+1.972362E+00,+3.643216E+00
-1.727500E+00,+1.914573E+00,+1.979900E+00,+3.391960E+00
-1.725000E+00,+1.914573E+00,+1.932161E+00,+3.643216E+00
-1.722500E+00,+1.914573E+00,+2.020101E+00,+4.283920E+00
-1.720000E+00,+1.914573E+00,+1.891960E+00,+4.246231E+00
-1.717500E+00,+1.914573E+00,+2.060302E+00,+4.396985E+00
-1.715000E+00,+1.914573E+00,+1.924623E+00,+4.082915E+00
-1.712500E+00,+1.914573E+00,+2.027638E+00,+4.761307E+00
-1.710000E+00,+1.891960E+00,+1.939699E+00,+5.037688E+00
-1.707500E+00,+1.891960E+00,+1.954774E+00,+4.158291E+00
-1.705000E+00,+1.914573E+00,+1.939699E+00,+4.082915E+00
-1.702500E+00,+1.914573E+00,+1.891960E+00,+4.396985E+00
-1.700000E+00,+1.899497E+00,+1.979900E+00,+2.587940E+00
-1.697500E+00,+1.914573E+00,+1.834171E+00,+3.391960E+00
-1.695000E+00,+1.914573E+00,+2.075377E+00,+4.522613E+00
-1.692500E+00,+1.914573E+00,+1.899497E+00,+3.718593E+00
-1.690000E+00,+1.899497E+00,+2.012563E+00,+3.517588E+00
-1.687500E+00,+1.932161E+00,+1.979900E+00,+3.391960E+00
-1.685000E+00,+1.914573E+00,+1.972362E+00,+4.158291E+00
-1.682500E+00,+1.914573E+00,+2.020101E+00,+4.082915E+00
-1.680000E+00,+1.914573E+00,+1.891960E+00,+3.592965E+00
-1.677500E+00,+1.914573E+00,+2.060302E+00,+5.000000E+00
-1.675000E+00,+1.914573E+00,+1.914573E+00,+5.075377E+00
-1.672500E+00,+1.914573E+00,+2.075377E+00,+4.283920E+00
-1.670000E+00,+1.914573E+00,+1.899497E+00,+3.391960E+00
-1.667500E+00,+1.914573E+00,+1.987437E+00,+2.952261E+00
-1.665000E+00,+1.914573E+00,+1.979900E+00,+4.798995E+00
-1.662500E+00,+1.914573E+00,+1.954774E+00,+4.396985E+00
-1.660000E+00,+1.914573E+00,+1.979900E+00,+4.321608E+00
-1.657500E+00,+1.914573E+00,+1.866834E+00,+4.685930E+00
-1.655000E+00,+1.914573E+00,+2.020101E+00,+3.756281E+00
-1.652500E+00,+1.914573E+00,+1.859296E+00,+3.680905E+00
-1.650000E+00,+1.914573E+00,+1.987437E+00,+4.685930E+00
-1.647500E+00,+1.914573E+00,+1.899497E+00,+4.484925E+00
-1.645000E+00,+1.914573E+00,+1.972362E+00,+4.522613E+00
-1.642500E+00,+1.914573E+00,+1.939699E+00,+4.522613E+00
-1.640000E+00,+1.914573E+00,+1.907035E+00,+4.082915E+00
-1.637500E+00,+1.914573E+00,+2.005025E+00,+3.793970E+00
-1.635000E+00,+1.914573E+00,+1.874372E+00,+3.517588E+00
-1.632500E+00,+1.914573E+00,+2.035176E+00,+3.391960E+00
-1.630000E+00,+1.891960E+00,+1.899497E+00,+3.115578E+00
-1.627500E+00,+1.914573E+00,+2.052764E+00,+4.685930E+00
-1.625000E+00,+1.914573E+00,+1.979900E+00,+4.798995E+00
-1.622500E+00,+1.914573E+00,+1.947236E+00,+5.201005E+00
-1.620000E+00,+1.899497E+00,+1.979900E+00,+3.643216E+00
-1.617500E+00,+1.914573E+00,+1.874372E+00,+3.479899E+00
-1.615000E+00,+1.914573E+00,+2.020101E+00,+4.321608E+00
-1.612500E+00,+1.914573E+00,+1.874372E+00,+5.276382E+00
-1.610000E+00,+1.914573E+00,+2.020101E+00,+5.314070E+00
-1.607500E+00,+1.914573E+00,+1.874372E+00,+4.597990E+00
-1.605000E+00,+1.914573E+00,+1.994975E+00,+3.994975E+00
-1.602500E+00,+1.914573E+00,+1.899497E+00,+4.195980E+00
-1.600000E+00,+1.914573E+00,+1.932161E+00,+3.919598E+00
-1.597500E+00,+1.914573E+00,+1.939699E+00,+4.597990E+00
-1.595000E+00,+1.914573E+00,+1.891960E+00,+5.000000E+00
-1.592500E+00,+1.899497E+00,+1.979900E+00,+3.957286E+00
-1.590000E+00,+1.914573E+00,+1.859296E+00,+2.788945E+00
-1.587500E+00,+1.914573E+00,+2.012563E+00,+2.713568E+00
-1.585000E+00,+1.914573E+00,+1.954774E+00,+3.316583E+00
-1.582500E+00,+1.914573E+00,+2.027638E+00,+3.919598E+00
-1.580000E+00,+1.914573E+00,+1.994975E+00,+4.045226E+00
-1.577500E+00,+1.891960E+00,+1.972362E+00,+3.793970E+00
-1.575000E+00,+1.899497E+00,+2.020101E+00,+3.793970E+00
-1.572500E+00,+1.914573E+00,+1.866834E+00,+3.517588E+00
-1.570000E+00,+1.914573E+00,+2.045226E+00,+4.723618E+00
-1.567500E+00,+1.914573E+00,+1.884422E+00,+4.283920E+00
-1.565000E+00,+1.914573E+00,+2.027638E+00,+3.793970E+00
-1.562500E+00,+1.891960E+00,+1.939699E+00,+4.082915E+00
-1.560000E+00,+1.914573E+00,+1.972362E+00,+4.195980E+00
-1.557500E+00,+1.914573E+00,+1.954774E+00,+3.881910E+00
-1.555000E+00,+1.914573E+00,+1.907035E+00,+4.484925E+00
-1.552500E+00,+1.914573E+00,+2.005025E+00,+3.994975E+00
-1.550000E+00,+1.914573E+00,+1.851759E+00,+3.881910E+00
-1.547500E+00,+1.914573E+00,+2.035176E+00,+3.442211E+00
-1.545000E+00,+1.914573E+00,+1.859296E+00,+3.442211E+00
-1.542500E+00,+1.914573E+00,+2.035176E+00,+3.957286E+00
-1.540000E+00,+1.914573E+00,+1.914573E+00,+4.773869E+00
-1.537500E+00,+1.914573E+00,+1.932161E+00,+4.685930E+00
-1.535000E+00,+1.914573E+00,+1.964824E+00,+4.359296E+00
-1.532500E+00,+1.914573E+00,+1.866834E+00,+4.597990E+00
-1.530000E+00,+1.914573E+00,+1.979900E+00,+4.723618E+00
-1.527500E+00,+1.914573E+00,+1.851759E+00,+5.075377E+00
-1.525000E+00,+1.891960E+00,+2.035176E+00,+4.447236E+00
-1.522500E+00,+1.914573E+00,+1.859296E+00,+4.120603E+00
-1.520000E+00,+1.914573E+00,+1.987437E+00,+3.919598E+00
-1.517500E+00,+1.914573E+00,+1.939699E+00,+3.994975E+00
-1.515000E+00,+1.914573E+00,+1.932161E+00,+4.082915E+00
-1.512500E+00,+1.914573E+00,+1.979900E+00,+4.849246E+00
-1.510000E+00,+1.914573E+00,+1.874372E+00,+3.391960E+00
-1.507500E+00,+1.914573E+00,+1.994975E+00,+3.391960E+00
-1.505000E+00,+1.914573E+00,+1.874372E+00,+3.994975E+00
-1.502500E+00,+1.914573E+00,+2.052764E+00,+4.396985E+00
-1.500000E+00,+1.914573E+00,+1.924623E+00,+4.798995E+00
-1.497500E+00,+1.914573E+00,+1.972362E+00,+4.798995E+00
-1.495000E+00,+1.914573E+00,+1.914573E+00,+4.447236E+00
-1.492500E+00,+1.914573E+00,+1.891960E+00,+4.246231E+00
-1.490000E+00,+1.914573E+00,+1.954774E+00,+4.723618E+00
-1.487500E+00,+1.914573E+00,+1.859296E+00,+3.630653E+00
-1.485000E+00,+1.914573E+00,+2.020101E+00,+3.153266E+00
-1.482500E+00,+1.914573E+00,+1.874372E+00,+3.994975E+00
-1.480000E+00,+1.914573E+00,+2.035176E+00,+4.082915E+00
-1.477500E+00,+1.914573E+00,+1.899497E+00,+3.919598E+00
-1.475000E+00,+1.914573E+00,+1.947236E+00,+3.994975E+00
-1.472500E+00,+1.914573E+00,+1.979900E+00,+2.914573E+00
-1.470000E+00,+1.914573E+00,+1.914573E+00,+2.550251E+00
-1.467500E+00,+1.914573E+00,+2.035176E+00,+4.685930E+00
-1.465000E+00,+1.914573E+00,+1.932161E+00,+4.798995E+00
-1.462500E+00,+1.891960E+00,+2.052764E+00,+4.886935E+00
-1.460000E+00,+1.914573E+00,+1.874372E+00,+3.366834E+00
-1.457500E+00,+1.914573E+00,+1.987437E+00,+3.555276E+00
-1.455000E+00,+1.914573E+00,+1.939699E+00,+4.120603E+00
-1.452500E+00,+1.914573E+00,+1.947236E+00,+4.396985E+00
-1.450000E+00,+1.914573E+00,+1.979900E+00,+4.798995E+00
-1.447500E+00,+1.899497E+00,+1.891960E+00,+4.522613E+00
-1.445000E+00,+1.914573E+00,+2.020101E+00,+3.957286E+00
-1.442500E+00,+1.914573E+00,+1.851759E+00,+3.881910E+00
-1.440000E+00,+1.891960E+00,+2.012563E+00,+3.316583E+00
-1.437500E+00,+1.914573E+00,+1.899497E+00,+3.994975E+00
-1.435000E+00,+1.914573E+00,+2.012563E+00,+4.246231E+00
-1.432500E+00,+1.914573E+00,+1.964824E+00,+4.045226E+00
-1.430000E+00,+1.914573E+00,+1.932161E+00,+4.045226E+00
-1.427500E+00,+1.914573E+00,+1.979900E+00,+4.082915E+00
-1.425000E+00,+1.914573E+00,+1.891960E+00,+4.484925E+00
-1.422500E+00,+1.914573E+00,+2.020101E+00,+4.924623E+00
-1.420000E+00,+1.914573E+00,+1.859296E+00,+5.000000E+00
-1.417500E+00,+1.914573E+00,+1.987437E+00,+4.321608E+00
-1.415000E+00,+1.914573E+00,+1.874372E+00,+3.479899E+00
-1.412500E+00,+1.914573E+00,+1.954774E+00,+3.278894E+00
-1.410000E+00,+1.914573E+00,+1.954774E+00,+3.592965E+00
-1.407500E+00,+1.914573E+00,+1.932161E+00,+3.844221E+00
-1.405000E+00,+1.914573E+00,+1.979900E+00,+3.919598E+00
-1.402500E+00,+1.914573E+00,+1.874372E+00,+3.278894E+00
-1.400000E+00,+1.914573E+00,+2.060302E+00,+4.045226E+00
-1.397500E+00,+1.914573E+00,+1.899497E+00,+4.158291E+00
-1.395000E+00,+1.914573E+00,+2.012563E+00,+3.919598E+00
-1.392500E+00,+1.914573E+00,+1.939699E+00,+4.283920E+00
-1.390000E+00,+1.914573E+00,+1.972362E+00,+3.994975E+00
-1.387500E+00,+1.914573E+00,+1.979900E+00,+4.396985E+00
-1.385000E+00,+1.914573E+00,+1.914573E+00,+4.195980E+00
-1.382500E+00,+1.914573E+00,+2.005025E+00,+3.994975E+00
-1.380000E+00,+1.914573E+00,+1.891960E+00,+3.844221E+00
-1.377500E+00,+1.914573E+00,+2.045226E+00,+4.484925E+00
-1.375000E+00,+1.914573E+00,+1.899497E+00,+4.723618E+00
-1.372500E+00,+1.914573E+00,+1.994975E+00,+4.158291E+00
-1.370000E+00,+1.914573E+00,+1.914573E+00,+3.881910E+00
