1012;736;787;39544;
1012;736;787;40616;
1012;736;786;41692;
1012;739;787;42768;
1019;739;789;43848;
1019;736;787;44924;
1012;737;785;46004;
1019;737;785;47084;
1026;740;783;48168;
1019;738;787;49244;
1019;737;786;50320;
1019;737;785;51400;
1019;737;785;52480;
1026;739;788;53556;
1026;737;785;54632;
1026;737;787;55712;
1026;736;788;56792;
1026;739;787;57872;
1026;736;785;58952;
1026;739;787;60032;
1019;737;786;61108;
1033;736;785;62184;
1033;736;787;63256;
1033;740;783;64332;
1033;740;784;65408;
1033;736;786;948;
1033;736;787;2028;
1033;737;787;3112;
1026;736;786;4192;
1033;736;785;5272;
1033;736;783;6348;
1033;737;783;7424;
1033;735;785;8504;
1033;736;786;9584;
1033;732;786;10664;
1033;735;783;11740;
1040;735;787;12808;
1040;736;785;13880;
1040;735;787;14956;
1040;733;783;16024;
1033;733;784;17104;
1040;732;788;18180;
1033;733;785;19256;
1033;733;785;20332;
1033;732;787;21408;
1040;732;784;22488;
1040;730;785;23572;
1040;732;783;24652;
1033;732;783;25732;
1040;732;783;26808;
1040;731;785;27884;
1047;731;787;28960;
1047;732;786;30036;
1047;728;788;31112;
1047;729;783;32192;
1040;729;787;33272;
1040;729;783;34348;
1040;729;786;35428;
1033;730;784;36508;
1040;730;783;37588;
1040;731;783;38668;
1040;732;787;39744;
1033;728;785;40820;
1040;730;785;41888;
1033;730;784;42964;
1040;730;787;44056;
1047;729;784;45140;
1047;731;783;46220;
1040;731;785;47296;
1047;731;784;48372;
1033;729;788;49452;
1047;731;787;50528;
1040;728;785;51604;
1047;729;783;52684;
1040;728;785;53752;
1033;730;785;54828;
1040;731;787;55904;
1033;729;783;56988;
1033;728;785;58060;
1040;730;783;59136;
1047;728;784;60216;
1040;729;785;61296;
1047;729;785;62372;
1047;731;785;63448;
1033;728;783;64532;
1040;729;784;80;
1040;729;783;1152;
1040;729;783;2228;
1040;729;784;3304;
1040;729;785;4384;
1033;729;784;5452;
1040;730;783;6532;
1040;728;785;7608;
